ID Empresa;Empresa;Año;Periodo;Departamento;Municipio;NUECA;Entrega ECA/Recoge rechazoECA;Sitio origen o destino residuo;#sitio origen/destino residuo;Dpto origen residuo;Municipio origen residuos;Tonelada entregadas recogidas;Fecha de cargue
37774;ASOCIACIÓN DE RECICLADORES CON CANITAS DE VILLAVICENCIO;2020;3;META;VILLAVICENCIO;1034450001-chatarreria mateus;Entrega a la ECA;Área de prestación del servicio;622550001;META;VILLAVICENCIO;12,928;20/04/20
37774;ASOCIACIÓN DE RECICLADORES CON CANITAS DE VILLAVICENCIO;2020;1;META;VILLAVICENCIO;1034450001-chatarreria mateus;Entrega a la ECA;Área de prestación del servicio;622550001;META;VILLAVICENCIO;14,149;18/02/20
37774;ASOCIACIÓN DE RECICLADORES CON CANITAS DE VILLAVICENCIO;2020;4;META;VILLAVICENCIO;776150001-COMERCIALIZADORA DE METALES CRUZ EL DEFENSOR DEL PLANETA ;Entrega a la ECA;Área de prestación del servicio;622550001;META;VILLAVICENCIO;29,8253;16/06/20
37774;ASOCIACIÓN DE RECICLADORES CON CANITAS DE VILLAVICENCIO;2020;3;META;VILLAVICENCIO;776150001-COMERCIALIZADORA DE METALES CRUZ EL DEFENSOR DEL PLANETA ;Entrega a la ECA;Área de prestación del servicio;622550001;META;VILLAVICENCIO;32,772;20/04/20
37774;ASOCIACIÓN DE RECICLADORES CON CANITAS DE VILLAVICENCIO;2020;1;META;VILLAVICENCIO;776150001-COMERCIALIZADORA DE METALES CRUZ EL DEFENSOR DEL PLANETA ;Entrega a la ECA;Área de prestación del servicio;622550001;META;VILLAVICENCIO;37,821;18/02/20
37774;ASOCIACIÓN DE RECICLADORES CON CANITAS DE VILLAVICENCIO;2020;2;META;VILLAVICENCIO;776150001-COMERCIALIZADORA DE METALES CRUZ EL DEFENSOR DEL PLANETA ;Entrega a la ECA;Área de prestación del servicio;622550001;META;VILLAVICENCIO;42,502;18/04/20
37774;ASOCIACIÓN DE RECICLADORES CON CANITAS DE VILLAVICENCIO;2020;1;META;VILLAVICENCIO;622650001-ASOCANITAS;Entrega a la ECA;Área de prestación del servicio;622550001;META;VILLAVICENCIO;176,88967;18/02/20
37774;ASOCIACIÓN DE RECICLADORES CON CANITAS DE VILLAVICENCIO;2020;4;META;VILLAVICENCIO;622650001-ASOCANITAS;Entrega a la ECA;Área de prestación del servicio;622550001;META;VILLAVICENCIO;178,09662;16/06/20
37774;ASOCIACIÓN DE RECICLADORES CON CANITAS DE VILLAVICENCIO;2020;3;META;VILLAVICENCIO;622650001-ASOCANITAS;Entrega a la ECA;Área de prestación del servicio;622550001;META;VILLAVICENCIO;185,37172;20/04/20
37774;ASOCIACIÓN DE RECICLADORES CON CANITAS DE VILLAVICENCIO;2020;2;META;VILLAVICENCIO;622650001-ASOCANITAS;Entrega a la ECA;Área de prestación del servicio;622550001;META;VILLAVICENCIO;208,8719;18/04/20
37774;ASOCIACIÓN DE RECICLADORES CON CANITAS DE VILLAVICENCIO;2020;4;META;VILLAVICENCIO;622650001-ASOCANITAS;Recoge el rechazo de la ECA;Sitio de disposición final;2250001;META;VILLAVICENCIO;0,93;16/06/20
37774;ASOCIACIÓN DE RECICLADORES CON CANITAS DE VILLAVICENCIO;2020;2;META;VILLAVICENCIO;622650001-ASOCANITAS;Recoge el rechazo de la ECA;Sitio de disposición final;2250001;META;VILLAVICENCIO;1,35;18/04/20
37774;ASOCIACIÓN DE RECICLADORES CON CANITAS DE VILLAVICENCIO;2020;1;META;VILLAVICENCIO;622650001-ASOCANITAS;Recoge el rechazo de la ECA;Sitio de disposición final;2250001;META;VILLAVICENCIO;2,98;18/02/20
37774;ASOCIACIÓN DE RECICLADORES CON CANITAS DE VILLAVICENCIO;2020;3;META;VILLAVICENCIO;622650001-ASOCANITAS;Recoge el rechazo de la ECA;Sitio de disposición final;2250001;META;VILLAVICENCIO;3,24;20/04/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;2;CUNDINAMARCA;CAJICA;1134425126-DEPOSITO RECICLADORA CC;Entrega a la ECA;Área de prestación del servicio;725525126;CUNDINAMARCA;CAJICA;21,2808;18/03/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;2;CUNDINAMARCA;CAJICA;924825126-CajicaChuntame;Entrega a la ECA;Área de prestación del servicio;725525126;CUNDINAMARCA;CAJICA;24,4425;18/03/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;3;CUNDINAMARCA;CAJICA;1134425126-DEPOSITO RECICLADORA CC;Entrega a la ECA;Área de prestación del servicio;725525126;CUNDINAMARCA;CAJICA;29,4872;17/04/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;1;CUNDINAMARCA;CAJICA;924825126-CajicaChuntame;Entrega a la ECA;Área de prestación del servicio;725525126;CUNDINAMARCA;CAJICA;33,3891;20/02/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;1;CUNDINAMARCA;CAJICA;1134425126-DEPOSITO RECICLADORA CC;Entrega a la ECA;Área de prestación del servicio;725525126;CUNDINAMARCA;CAJICA;33,421;20/02/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;4;CUNDINAMARCA;CAJICA;1134425126-DEPOSITO RECICLADORA CC;Entrega a la ECA;Área de prestación del servicio;725525126;CUNDINAMARCA;CAJICA;33,93;19/05/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;3;CUNDINAMARCA;CAJICA;721925126-Metales Maria Peña;Entrega a la ECA;Área de prestación del servicio;725525126;CUNDINAMARCA;CAJICA;34,2844;17/04/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;2;CUNDINAMARCA;CAJICA;721925126-Metales Maria Peña;Entrega a la ECA;Área de prestación del servicio;725525126;CUNDINAMARCA;CAJICA;34,787;18/03/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;1;CUNDINAMARCA;CAJICA;721925126-Metales Maria Peña;Entrega a la ECA;Área de prestación del servicio;725525126;CUNDINAMARCA;CAJICA;37,2264;20/02/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;4;CUNDINAMARCA;CAJICA;721925126-Metales Maria Peña;Entrega a la ECA;Área de prestación del servicio;725525126;CUNDINAMARCA;CAJICA;47,1044;19/05/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;5;CUNDINAMARCA;CAJICA;721925126-Metales Maria Peña;Entrega a la ECA;Área de prestación del servicio;725525126;CUNDINAMARCA;CAJICA;64,178;19/06/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;5;CUNDINAMARCA;CAJICA;1134425126-DEPOSITO RECICLADORA CC;Entrega a la ECA;Área de prestación del servicio;725525126;CUNDINAMARCA;CAJICA;65,58;19/06/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;5;CUNDINAMARCA;CHIA;1290825175-GUERREROS AMBIENTALES RECUPERADORA Y COMERCIALIZADORA SAS;Entrega a la ECA;Área de prestación del servicio;622825175;CUNDINAMARCA;CHIA;1,617;19/06/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;1;CUNDINAMARCA;CHIA;1290825175-GUERREROS AMBIENTALES RECUPERADORA Y COMERCIALIZADORA SAS;Entrega a la ECA;Área de prestación del servicio;622825175;CUNDINAMARCA;CHIA;4,02;20/02/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;2;CUNDINAMARCA;CHIA;1290825175-GUERREROS AMBIENTALES RECUPERADORA Y COMERCIALIZADORA SAS;Entrega a la ECA;Área de prestación del servicio;622825175;CUNDINAMARCA;CHIA;5,67;18/03/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;3;CUNDINAMARCA;CHIA;1508025175-COMERCIALIZADORA DE RECICLAJE VARGAS;Entrega a la ECA;Área de prestación del servicio;622825175;CUNDINAMARCA;CHIA;8,767;17/04/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;4;CUNDINAMARCA;CHIA;1290825175-GUERREROS AMBIENTALES RECUPERADORA Y COMERCIALIZADORA SAS;Entrega a la ECA;Área de prestación del servicio;622825175;CUNDINAMARCA;CHIA;9,485;19/05/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;3;CUNDINAMARCA;CHIA;1508125175-FERBER;Entrega a la ECA;Área de prestación del servicio;622825175;CUNDINAMARCA;CHIA;14,838;17/04/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;3;CUNDINAMARCA;CHIA;623525175-correciclables;Entrega a la ECA;Área de prestación del servicio;622825175;CUNDINAMARCA;CHIA;16,4922;17/04/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;5;CUNDINAMARCA;CHIA;1508025175-COMERCIALIZADORA DE RECICLAJE VARGAS;Entrega a la ECA;Área de prestación del servicio;622825175;CUNDINAMARCA;CHIA;16,807;19/06/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;5;CUNDINAMARCA;CHIA;623425175-Comercializadoralosgemelos;Entrega a la ECA;Área de prestación del servicio;622825175;CUNDINAMARCA;CHIA;16,873;19/06/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;1;CUNDINAMARCA;CHIA;623525175-correciclables;Entrega a la ECA;Área de prestación del servicio;622825175;CUNDINAMARCA;CHIA;16,9454;20/02/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;2;CUNDINAMARCA;CHIA;623425175-Comercializadoralosgemelos;Entrega a la ECA;Área de prestación del servicio;622825175;CUNDINAMARCA;CHIA;18,4115;18/03/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;5;CUNDINAMARCA;CHIA;623525175-correciclables;Entrega a la ECA;Área de prestación del servicio;622825175;CUNDINAMARCA;CHIA;20,27;19/06/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;3;CUNDINAMARCA;CHIA;623425175-Comercializadoralosgemelos;Entrega a la ECA;Área de prestación del servicio;622825175;CUNDINAMARCA;CHIA;21,1749;17/04/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;2;CUNDINAMARCA;CHIA;1508125175-FERBER;Entrega a la ECA;Área de prestación del servicio;622825175;CUNDINAMARCA;CHIA;21,429;18/03/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;4;CUNDINAMARCA;CHIA;623425175-Comercializadoralosgemelos;Entrega a la ECA;Área de prestación del servicio;622825175;CUNDINAMARCA;CHIA;21,6222;19/05/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;2;CUNDINAMARCA;CHIA;623525175-correciclables;Entrega a la ECA;Área de prestación del servicio;622825175;CUNDINAMARCA;CHIA;21,8518;18/03/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;3;CUNDINAMARCA;CHIA;623325175-cproductosreciclableslosflores;Entrega a la ECA;Área de prestación del servicio;622825175;CUNDINAMARCA;CHIA;24,0355;17/04/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;4;CUNDINAMARCA;CHIA;1508125175-FERBER;Entrega a la ECA;Área de prestación del servicio;622825175;CUNDINAMARCA;CHIA;24,334;19/05/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;1;CUNDINAMARCA;CHIA;623425175-Comercializadoralosgemelos;Entrega a la ECA;Área de prestación del servicio;622825175;CUNDINAMARCA;CHIA;24,6148;20/02/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;2;CUNDINAMARCA;CHIA;1508025175-COMERCIALIZADORA DE RECICLAJE VARGAS;Entrega a la ECA;Área de prestación del servicio;622825175;CUNDINAMARCA;CHIA;27,581;18/03/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;5;CUNDINAMARCA;CHIA;1508125175-FERBER;Entrega a la ECA;Área de prestación del servicio;622825175;CUNDINAMARCA;CHIA;28,102;19/06/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;5;CUNDINAMARCA;CHIA;623325175-cproductosreciclableslosflores;Entrega a la ECA;Área de prestación del servicio;622825175;CUNDINAMARCA;CHIA;38,5712;19/06/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;4;CUNDINAMARCA;CHIA;623325175-cproductosreciclableslosflores;Entrega a la ECA;Área de prestación del servicio;622825175;CUNDINAMARCA;CHIA;46,3049;19/05/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;1;CUNDINAMARCA;CHIA;623125175-fibrasdeluna;Entrega a la ECA;Área de prestación del servicio;622825175;CUNDINAMARCA;CHIA;48,9662;20/02/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;4;CUNDINAMARCA;CHIA;623225175-recicladoralosflores;Entrega a la ECA;Área de prestación del servicio;622825175;CUNDINAMARCA;CHIA;54,8892;19/05/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;2;CUNDINAMARCA;CHIA;623325175-cproductosreciclableslosflores;Entrega a la ECA;Área de prestación del servicio;622825175;CUNDINAMARCA;CHIA;60,8025;18/03/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;1;CUNDINAMARCA;CHIA;623325175-cproductosreciclableslosflores;Entrega a la ECA;Área de prestación del servicio;622825175;CUNDINAMARCA;CHIA;65,218;20/02/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;2;CUNDINAMARCA;CHIA;623125175-fibrasdeluna;Entrega a la ECA;Área de prestación del servicio;622825175;CUNDINAMARCA;CHIA;65,9074;18/03/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;5;CUNDINAMARCA;CHIA;623125175-fibrasdeluna;Entrega a la ECA;Área de prestación del servicio;622825175;CUNDINAMARCA;CHIA;67,0752;19/06/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;4;CUNDINAMARCA;CHIA;623525175-correciclables;Entrega a la ECA;Área de prestación del servicio;622825175;CUNDINAMARCA;CHIA;69,3173;19/05/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;3;CUNDINAMARCA;CHIA;623125175-fibrasdeluna;Entrega a la ECA;Área de prestación del servicio;622825175;CUNDINAMARCA;CHIA;80,1908;17/04/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;3;CUNDINAMARCA;CHIA;623225175-recicladoralosflores;Entrega a la ECA;Área de prestación del servicio;622825175;CUNDINAMARCA;CHIA;82,2066;17/04/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;4;CUNDINAMARCA;CHIA;623125175-fibrasdeluna;Entrega a la ECA;Área de prestación del servicio;622825175;CUNDINAMARCA;CHIA;92,204;19/05/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;2;CUNDINAMARCA;CHIA;623225175-recicladoralosflores;Entrega a la ECA;Área de prestación del servicio;622825175;CUNDINAMARCA;CHIA;105,504;18/03/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;1;CUNDINAMARCA;CHIA;623225175-recicladoralosflores;Entrega a la ECA;Área de prestación del servicio;622825175;CUNDINAMARCA;CHIA;131,83;20/02/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;5;CUNDINAMARCA;CHIA;623125175-fibrasdeluna;Entrega a la ECA;Área de prestación del servicio;1514125214;CUNDINAMARCA;COTA;18,214;19/06/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;2;CUNDINAMARCA;TABIO;1250625785-RECICLADORA LA LIDER;Entrega a la ECA;Área de prestación del servicio;1239325785;CUNDINAMARCA;TABIO;1,1052;18/03/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;1;CUNDINAMARCA;TABIO;1250625785-RECICLADORA LA LIDER;Entrega a la ECA;Área de prestación del servicio;1239325785;CUNDINAMARCA;TABIO;1,973;20/02/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;5;CUNDINAMARCA;CHIA;623325175-cproductosreciclableslosflores;Entrega a la ECA;Área de prestación del servicio;1239325785;CUNDINAMARCA;TABIO;2,1105;19/06/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;3;CUNDINAMARCA;TABIO;1250625785-RECICLADORA LA LIDER;Entrega a la ECA;Área de prestación del servicio;1239325785;CUNDINAMARCA;TABIO;7,0371;17/04/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;5;CUNDINAMARCA;TABIO;1250625785-RECICLADORA LA LIDER;Entrega a la ECA;Área de prestación del servicio;1239325785;CUNDINAMARCA;TABIO;10,399;19/06/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;4;CUNDINAMARCA;TABIO;1250625785-RECICLADORA LA LIDER;Entrega a la ECA;Área de prestación del servicio;1239325785;CUNDINAMARCA;TABIO;11,657;29/05/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;5;CUNDINAMARCA;ZIPAQUIRA;1576925899-CHATARRERIA LA 16;Entrega a la ECA;Área de prestación del servicio;1514225899;CUNDINAMARCA;ZIPAQUIRA;15,291;20/06/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;5;CUNDINAMARCA;CAJICA;721925126-Metales Maria Peña;Recoge el rechazo de la ECA;Sitio de disposición final;312425898;CUNDINAMARCA;CAJICA;0,06;19/06/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;2;CUNDINAMARCA;CAJICA;1134425126-DEPOSITO RECICLADORA CC;Recoge el rechazo de la ECA;Sitio de disposición final;312425898;CUNDINAMARCA;CAJICA;0,066;18/03/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;1;CUNDINAMARCA;CAJICA;721925126-Metales Maria Peña;Recoge el rechazo de la ECA;Sitio de disposición final;312425898;CUNDINAMARCA;CAJICA;0,078;20/02/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;4;CUNDINAMARCA;CAJICA;721925126-Metales Maria Peña;Recoge el rechazo de la ECA;Sitio de disposición final;312425898;CUNDINAMARCA;CAJICA;0,08;19/05/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;3;CUNDINAMARCA;CAJICA;1134425126-DEPOSITO RECICLADORA CC;Recoge el rechazo de la ECA;Sitio de disposición final;312425898;CUNDINAMARCA;CAJICA;0,112;17/04/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;5;CUNDINAMARCA;CAJICA;1134425126-DEPOSITO RECICLADORA CC;Recoge el rechazo de la ECA;Sitio de disposición final;312425898;CUNDINAMARCA;CAJICA;0,13;19/06/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;2;CUNDINAMARCA;CAJICA;721925126-Metales Maria Peña;Recoge el rechazo de la ECA;Sitio de disposición final;312425898;CUNDINAMARCA;CAJICA;0,216;18/03/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;2;CUNDINAMARCA;CAJICA;924825126-CajicaChuntame;Recoge el rechazo de la ECA;Sitio de disposición final;312425898;CUNDINAMARCA;CAJICA;0,282;18/03/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;1;CUNDINAMARCA;CAJICA;924825126-CajicaChuntame;Recoge el rechazo de la ECA;Sitio de disposición final;312425898;CUNDINAMARCA;CAJICA;0,723;20/02/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;3;CUNDINAMARCA;CHIA;1508025175-COMERCIALIZADORA DE RECICLAJE VARGAS;Recoge el rechazo de la ECA;Sitio de disposición final;312425898;CUNDINAMARCA;CHIA;0,025;17/04/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;4;CUNDINAMARCA;CHIA;1290825175-GUERREROS AMBIENTALES RECUPERADORA Y COMERCIALIZADORA SAS;Recoge el rechazo de la ECA;Sitio de disposición final;312425898;CUNDINAMARCA;CHIA;0,025;19/05/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;5;CUNDINAMARCA;CHIA;1290825175-GUERREROS AMBIENTALES RECUPERADORA Y COMERCIALIZADORA SAS;Recoge el rechazo de la ECA;Sitio de disposición final;312425898;CUNDINAMARCA;CHIA;0,03;19/06/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;3;CUNDINAMARCA;CHIA;623425175-Comercializadoralosgemelos;Recoge el rechazo de la ECA;Sitio de disposición final;312425898;CUNDINAMARCA;CHIA;0,045;17/04/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;2;CUNDINAMARCA;CHIA;623425175-Comercializadoralosgemelos;Recoge el rechazo de la ECA;Sitio de disposición final;312425898;CUNDINAMARCA;CHIA;0,05;18/03/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;5;CUNDINAMARCA;CHIA;623425175-Comercializadoralosgemelos;Recoge el rechazo de la ECA;Sitio de disposición final;312425898;CUNDINAMARCA;CHIA;0,065;19/06/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;4;CUNDINAMARCA;CHIA;623425175-Comercializadoralosgemelos;Recoge el rechazo de la ECA;Sitio de disposición final;312425898;CUNDINAMARCA;CHIA;0,082;19/05/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;3;CUNDINAMARCA;CHIA;623125175-fibrasdeluna;Recoge el rechazo de la ECA;Sitio de disposición final;312425898;CUNDINAMARCA;CHIA;0,09;17/04/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;5;CUNDINAMARCA;CHIA;1508025175-COMERCIALIZADORA DE RECICLAJE VARGAS;Recoge el rechazo de la ECA;Sitio de disposición final;312425898;CUNDINAMARCA;CHIA;0,09;19/06/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;4;CUNDINAMARCA;CHIA;623225175-recicladoralosflores;Recoge el rechazo de la ECA;Sitio de disposición final;312425898;CUNDINAMARCA;CHIA;0,104;19/05/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;1;CUNDINAMARCA;CHIA;623425175-Comercializadoralosgemelos;Recoge el rechazo de la ECA;Sitio de disposición final;312425898;CUNDINAMARCA;CHIA;0,107;20/02/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;4;CUNDINAMARCA;CHIA;623525175-correciclables;Recoge el rechazo de la ECA;Sitio de disposición final;312425898;CUNDINAMARCA;CHIA;0,139;19/05/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;2;CUNDINAMARCA;CHIA;623125175-fibrasdeluna;Recoge el rechazo de la ECA;Sitio de disposición final;312425898;CUNDINAMARCA;CHIA;0,18;18/03/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;3;CUNDINAMARCA;CHIA;1508125175-FERBER;Recoge el rechazo de la ECA;Sitio de disposición final;312425898;CUNDINAMARCA;CHIA;0,2116;17/04/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;3;CUNDINAMARCA;CHIA;623225175-recicladoralosflores;Recoge el rechazo de la ECA;Sitio de disposición final;312425898;CUNDINAMARCA;CHIA;0,216;17/04/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;5;CUNDINAMARCA;CHIA;623525175-correciclables;Recoge el rechazo de la ECA;Sitio de disposición final;312425898;CUNDINAMARCA;CHIA;0,2445;19/06/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;4;CUNDINAMARCA;CHIA;623125175-fibrasdeluna;Recoge el rechazo de la ECA;Sitio de disposición final;312425898;CUNDINAMARCA;CHIA;0,246;19/05/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;1;CUNDINAMARCA;CHIA;623125175-fibrasdeluna;Recoge el rechazo de la ECA;Sitio de disposición final;312425898;CUNDINAMARCA;CHIA;0,268;20/02/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;3;CUNDINAMARCA;CHIA;623525175-correciclables;Recoge el rechazo de la ECA;Sitio de disposición final;312425898;CUNDINAMARCA;CHIA;0,287;17/04/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;2;CUNDINAMARCA;CHIA;1508025175-COMERCIALIZADORA DE RECICLAJE VARGAS;Recoge el rechazo de la ECA;Sitio de disposición final;312425898;CUNDINAMARCA;CHIA;0,301;18/03/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;4;CUNDINAMARCA;CHIA;1508125175-FERBER;Recoge el rechazo de la ECA;Sitio de disposición final;312425898;CUNDINAMARCA;CHIA;0,316;19/05/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;1;CUNDINAMARCA;CHIA;623525175-correciclables;Recoge el rechazo de la ECA;Sitio de disposición final;312425898;CUNDINAMARCA;CHIA;0,347;20/02/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;5;CUNDINAMARCA;CHIA;623125175-fibrasdeluna;Recoge el rechazo de la ECA;Sitio de disposición final;312425898;CUNDINAMARCA;CHIA;0,348;19/06/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;2;CUNDINAMARCA;CHIA;623525175-correciclables;Recoge el rechazo de la ECA;Sitio de disposición final;312425898;CUNDINAMARCA;CHIA;0,38;18/03/20
38153;ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P;2020;5;CUNDINAMARCA;CHIA;1508125175-FERBER;Recoge el rechazo de la ECA;Sitio de disposición final;312425898;CUNDINAMARCA;CHIA;0,416;19/06/20
