ID Empresa;Empresa;Año;Periodo;Departamento;Municipio;NUECA;Entrega ECA/Recoge rechazoECA;Sitio origen o destino residuo;#sitio origen/destino residuo;Dpto origen residuo;Municipio origen residuos;Tonelada entregadas recogidas;Fecha de cargue
33414;Cooperativa de Recicladores de Medellín ;2020;1;ANTIOQUIA;MEDELLIN;414305001-JESUS NAZARENO;Entrega a la ECA;Área de prestación del servicio;258105001;ANTIOQUIA;MEDELLIN;286,6738;05/02/20
33414;Cooperativa de Recicladores de Medellín ;2020;4;ANTIOQUIA;BARBOSA;716405079-EXCEDENTES BARBOSA WAM;Recoge el rechazo de la ECA;Sitio de disposición final;720105237;ANTIOQUIA;BARBOSA;0,2;06/05/20
33414;Cooperativa de Recicladores de Medellín ;2020;3;ANTIOQUIA;BARBOSA;716405079-EXCEDENTES BARBOSA WAM;Recoge el rechazo de la ECA;Sitio de disposición final;720105237;ANTIOQUIA;BARBOSA;0,215;12/04/20
33414;Cooperativa de Recicladores de Medellín ;2020;5;ANTIOQUIA;BARBOSA;716405079-EXCEDENTES BARBOSA WAM;Recoge el rechazo de la ECA;Sitio de disposición final;720105237;ANTIOQUIA;BARBOSA;0,401;03/06/20
33414;Cooperativa de Recicladores de Medellín ;2020;1;ANTIOQUIA;BARBOSA;716405079-EXCEDENTES BARBOSA WAM;Recoge el rechazo de la ECA;Sitio de disposición final;720105237;ANTIOQUIA;DONMATIAS;0,81;05/02/20
33414;Cooperativa de Recicladores de Medellín ;2020;2;ANTIOQUIA;BARBOSA;716405079-EXCEDENTES BARBOSA WAM;Recoge el rechazo de la ECA;Sitio de disposición final;720105237;ANTIOQUIA;DONMATIAS;0,86;04/03/20
34193;ASOCIACION DE RECICLADORES RECUPERANDO ESPERANZA;2020;4;VALLE DEL CAUCA;CARTAGO;511076147-ARRE;Entrega a la ECA;Área de prestación del servicio;510976147;VALLE DEL CAUCA;CARTAGO;12,5488;25/05/20
34193;ASOCIACION DE RECICLADORES RECUPERANDO ESPERANZA;2020;3;VALLE DEL CAUCA;CARTAGO;511076147-ARRE;Entrega a la ECA;Área de prestación del servicio;510976147;VALLE DEL CAUCA;CARTAGO;15,9338;26/04/20
34193;ASOCIACION DE RECICLADORES RECUPERANDO ESPERANZA;2020;2;VALLE DEL CAUCA;CARTAGO;511076147-ARRE;Entrega a la ECA;Área de prestación del servicio;510976147;VALLE DEL CAUCA;CARTAGO;16,3149;23/03/20
34193;ASOCIACION DE RECICLADORES RECUPERANDO ESPERANZA;2020;1;VALLE DEL CAUCA;CARTAGO;511076147-ARRE;Entrega a la ECA;Área de prestación del servicio;510976147;VALLE DEL CAUCA;CARTAGO;19,18;24/02/20
34193;ASOCIACION DE RECICLADORES RECUPERANDO ESPERANZA;2020;4;VALLE DEL CAUCA;CARTAGO;511076147-ARRE;Recoge el rechazo de la ECA;Sitio de disposición final;22166001;RISARALDA;PEREIRA;0,199;25/05/20
34193;ASOCIACION DE RECICLADORES RECUPERANDO ESPERANZA;2020;3;VALLE DEL CAUCA;CARTAGO;511076147-ARRE;Recoge el rechazo de la ECA;Sitio de disposición final;22166001;RISARALDA;PEREIRA;0,662;26/04/20
34193;ASOCIACION DE RECICLADORES RECUPERANDO ESPERANZA;2020;2;VALLE DEL CAUCA;CARTAGO;511076147-ARRE;Recoge el rechazo de la ECA;Sitio de disposición final;22166001;RISARALDA;PEREIRA;0,779;23/03/20
34193;ASOCIACION DE RECICLADORES RECUPERANDO ESPERANZA;2020;1;VALLE DEL CAUCA;CARTAGO;511076147-ARRE;Recoge el rechazo de la ECA;Sitio de disposición final;22166001;RISARALDA;PEREIRA;0,915;24/02/20
34513;Cooperativa Multiactiva de Recuperadores de Reciclaje del Tolima LTDA.;2020;4;TOLIMA;IBAGUE;506273001-COORESUNTOL;Entrega a la ECA;Área de prestación del servicio;506173001;TOLIMA;IBAGUE;38,75024;14/05/20
34513;Cooperativa Multiactiva de Recuperadores de Reciclaje del Tolima LTDA.;2020;5;TOLIMA;IBAGUE;506273001-COORESUNTOL;Entrega a la ECA;Área de prestación del servicio;506173001;TOLIMA;IBAGUE;61,78;03/06/20
34513;Cooperativa Multiactiva de Recuperadores de Reciclaje del Tolima LTDA.;2020;3;TOLIMA;IBAGUE;506273001-COORESUNTOL;Entrega a la ECA;Área de prestación del servicio;506173001;TOLIMA;IBAGUE;92,16;03/04/20
34513;Cooperativa Multiactiva de Recuperadores de Reciclaje del Tolima LTDA.;2020;1;TOLIMA;IBAGUE;506273001-COORESUNTOL;Entrega a la ECA;Área de prestación del servicio;506173001;TOLIMA;IBAGUE;144,497;12/02/20
34513;Cooperativa Multiactiva de Recuperadores de Reciclaje del Tolima LTDA.;2020;2;TOLIMA;IBAGUE;506273001-COORESUNTOL;Entrega a la ECA;Área de prestación del servicio;506173001;TOLIMA;IBAGUE;169,465;10/03/20
34513;Cooperativa Multiactiva de Recuperadores de Reciclaje del Tolima LTDA.;2020;3;TOLIMA;IBAGUE;506273001-COORESUNTOL;Recoge el rechazo de la ECA;Sitio de disposición final;20273001;TOLIMA;IBAGUE;0,446;03/04/20
34513;Cooperativa Multiactiva de Recuperadores de Reciclaje del Tolima LTDA.;2020;5;TOLIMA;IBAGUE;506273001-COORESUNTOL;Recoge el rechazo de la ECA;Sitio de disposición final;20273001;TOLIMA;IBAGUE;1,342;03/06/20
34513;Cooperativa Multiactiva de Recuperadores de Reciclaje del Tolima LTDA.;2020;1;TOLIMA;IBAGUE;506273001-COORESUNTOL;Recoge el rechazo de la ECA;Sitio de disposición final;20273001;TOLIMA;IBAGUE;1,5076;12/02/20
34513;Cooperativa Multiactiva de Recuperadores de Reciclaje del Tolima LTDA.;2020;2;TOLIMA;IBAGUE;506273001-COORESUNTOL;Recoge el rechazo de la ECA;Sitio de disposición final;20273001;TOLIMA;IBAGUE;1,578;10/03/20
34513;Cooperativa Multiactiva de Recuperadores de Reciclaje del Tolima LTDA.;2020;4;TOLIMA;IBAGUE;506273001-COORESUNTOL;Recoge el rechazo de la ECA;Sitio de disposición final;20273001;TOLIMA;IBAGUE;2,398;14/05/20
34695;COOPERATIVA DE TRABAJO ASOCIADO ALBORADA;2020;4;ANTIOQUIA;EL CARMEN DE VIBORAL;590405148-ALBORADA;Entrega a la ECA;Área de prestación del servicio;571805148;ANTIOQUIA;EL CARMEN DE VIBORAL;50,8;05/05/20
34695;COOPERATIVA DE TRABAJO ASOCIADO ALBORADA;2020;3;ANTIOQUIA;EL CARMEN DE VIBORAL;590405148-ALBORADA;Entrega a la ECA;Área de prestación del servicio;571805148;ANTIOQUIA;EL CARMEN DE VIBORAL;57,3;02/04/20
34695;COOPERATIVA DE TRABAJO ASOCIADO ALBORADA;2020;5;ANTIOQUIA;EL CARMEN DE VIBORAL;590405148-ALBORADA;Entrega a la ECA;Área de prestación del servicio;571805148;ANTIOQUIA;EL CARMEN DE VIBORAL;75,46;02/06/20
34695;COOPERATIVA DE TRABAJO ASOCIADO ALBORADA;2020;2;ANTIOQUIA;EL CARMEN DE VIBORAL;590405148-ALBORADA;Entrega a la ECA;Área de prestación del servicio;571805148;ANTIOQUIA;EL CARMEN DE VIBORAL;77,2;02/03/20
34695;COOPERATIVA DE TRABAJO ASOCIADO ALBORADA;2020;1;ANTIOQUIA;EL CARMEN DE VIBORAL;590405148-ALBORADA;Entrega a la ECA;Área de prestación del servicio;571805148;ANTIOQUIA;EL CARMEN DE VIBORAL;81,5;04/02/20
34695;COOPERATIVA DE TRABAJO ASOCIADO ALBORADA;2020;4;ANTIOQUIA;EL CARMEN DE VIBORAL;590405148-ALBORADA;Recoge el rechazo de la ECA;Sitio de disposición final;640205148;ANTIOQUIA;EL CARMEN DE VIBORAL;0,6;05/05/20
34695;COOPERATIVA DE TRABAJO ASOCIADO ALBORADA;2020;5;ANTIOQUIA;EL CARMEN DE VIBORAL;590405148-ALBORADA;Recoge el rechazo de la ECA;Sitio de disposición final;640205148;ANTIOQUIA;EL CARMEN DE VIBORAL;0,71;02/06/20
34695;COOPERATIVA DE TRABAJO ASOCIADO ALBORADA;2020;2;ANTIOQUIA;EL CARMEN DE VIBORAL;590405148-ALBORADA;Recoge el rechazo de la ECA;Sitio de disposición final;640205148;ANTIOQUIA;EL CARMEN DE VIBORAL;0,8;02/03/20
34695;COOPERATIVA DE TRABAJO ASOCIADO ALBORADA;2020;1;ANTIOQUIA;EL CARMEN DE VIBORAL;590405148-ALBORADA;Recoge el rechazo de la ECA;Sitio de disposición final;640205148;ANTIOQUIA;EL CARMEN DE VIBORAL;0,9;04/02/20
34695;COOPERATIVA DE TRABAJO ASOCIADO ALBORADA;2020;3;ANTIOQUIA;EL CARMEN DE VIBORAL;590405148-ALBORADA;Recoge el rechazo de la ECA;Sitio de disposición final;640205148;ANTIOQUIA;EL CARMEN DE VIBORAL;0,9;02/04/20
35053;corporacion de recicladores de santa rosa de osos;2020;3;ANTIOQUIA;SANTA ROSA DE OSOS;570805686-ECA SANTA ROSA;Entrega a la ECA;Área de prestación del servicio;571405686;ANTIOQUIA;SANTA ROSA DE OSOS;1,845;03/04/20
35053;corporacion de recicladores de santa rosa de osos;2020;4;ANTIOQUIA;SANTA ROSA DE OSOS;570805686-ECA SANTA ROSA;Entrega a la ECA;Área de prestación del servicio;571405686;ANTIOQUIA;SANTA ROSA DE OSOS;7,045;06/05/20
35053;corporacion de recicladores de santa rosa de osos;2020;1;ANTIOQUIA;SANTA ROSA DE OSOS;570805686-ECA SANTA ROSA;Entrega a la ECA;Área de prestación del servicio;571405686;ANTIOQUIA;SANTA ROSA DE OSOS;14,046;05/02/20
35053;corporacion de recicladores de santa rosa de osos;2020;5;ANTIOQUIA;SANTA ROSA DE OSOS;570805686-ECA SANTA ROSA;Entrega a la ECA;Área de prestación del servicio;571405686;ANTIOQUIA;SANTA ROSA DE OSOS;17,758;03/06/20
35073;ASOCIACION AMBIENTAL DE ASEO Y RECICLAJE RENACER ;2020;2;NORTE DE SANTANDER;PAMPLONA;717054518-PLANTA REGIONAL;Entrega a la ECA;Área de prestación del servicio;682554518;NORTE DE SANTANDER;PAMPLONA;38,648;08/04/20
35073;ASOCIACION AMBIENTAL DE ASEO Y RECICLAJE RENACER ;2020;1;NORTE DE SANTANDER;PAMPLONA;717054518-PLANTA REGIONAL;Entrega a la ECA;Área de prestación del servicio;682554518;NORTE DE SANTANDER;PAMPLONA;39,612;08/04/20
35073;ASOCIACION AMBIENTAL DE ASEO Y RECICLAJE RENACER ;2020;3;NORTE DE SANTANDER;PAMPLONA;717054518-PLANTA REGIONAL;Entrega a la ECA;Área de prestación del servicio;682554518;NORTE DE SANTANDER;PAMPLONA;40,192;24/06/20
35073;ASOCIACION AMBIENTAL DE ASEO Y RECICLAJE RENACER ;2020;4;NORTE DE SANTANDER;PAMPLONA;717054518-PLANTA REGIONAL;Entrega a la ECA;Área de prestación del servicio;682554518;NORTE DE SANTANDER;PAMPLONA;41,316;24/06/20
35193;CORPORACION SOCIOAMBIENTAL DE RECICLADORES DE LA COSTA RECICLEMOS AMOR;2020;4;MAGDALENA;FUNDACION;978547288-ECA CORPRECAM FUNDACION;Entrega a la ECA;Área de prestación del servicio;988447288;MAGDALENA;FUNDACION;17,016;06/06/20
35193;CORPORACION SOCIOAMBIENTAL DE RECICLADORES DE LA COSTA RECICLEMOS AMOR;2020;1;MAGDALENA;FUNDACION;978547288-ECA CORPRECAM FUNDACION;Entrega a la ECA;Área de prestación del servicio;988447288;MAGDALENA;FUNDACION;39,789;09/03/20
35193;CORPORACION SOCIOAMBIENTAL DE RECICLADORES DE LA COSTA RECICLEMOS AMOR;2020;2;MAGDALENA;FUNDACION;978547288-ECA CORPRECAM FUNDACION;Entrega a la ECA;Área de prestación del servicio;988447288;MAGDALENA;FUNDACION;50,073;10/03/20
35193;CORPORACION SOCIOAMBIENTAL DE RECICLADORES DE LA COSTA RECICLEMOS AMOR;2020;3;MAGDALENA;FUNDACION;978547288-ECA CORPRECAM FUNDACION;Entrega a la ECA;Área de prestación del servicio;988447288;MAGDALENA;FUNDACION;65,223;21/05/20
35193;CORPORACION SOCIOAMBIENTAL DE RECICLADORES DE LA COSTA RECICLEMOS AMOR;2020;4;LA GUAJIRA;MAICAO;978444430-MANGA SANCHEZ BELI DEL CARMEN;Entrega a la ECA;Área de prestación del servicio;988344430;LA GUAJIRA;MAICAO;64,113;06/06/20
35193;CORPORACION SOCIOAMBIENTAL DE RECICLADORES DE LA COSTA RECICLEMOS AMOR;2020;3;LA GUAJIRA;MAICAO;978444430-MANGA SANCHEZ BELI DEL CARMEN;Entrega a la ECA;Área de prestación del servicio;988344430;LA GUAJIRA;MAICAO;94,416;06/05/20
35193;CORPORACION SOCIOAMBIENTAL DE RECICLADORES DE LA COSTA RECICLEMOS AMOR;2020;1;LA GUAJIRA;MAICAO;978444430-MANGA SANCHEZ BELI DEL CARMEN;Entrega a la ECA;Área de prestación del servicio;988344430;LA GUAJIRA;MAICAO;162,24;09/03/20
35193;CORPORACION SOCIOAMBIENTAL DE RECICLADORES DE LA COSTA RECICLEMOS AMOR;2020;2;LA GUAJIRA;MAICAO;978444430-MANGA SANCHEZ BELI DEL CARMEN;Entrega a la ECA;Área de prestación del servicio;988344430;LA GUAJIRA;MAICAO;216,594;10/03/20
35193;CORPORACION SOCIOAMBIENTAL DE RECICLADORES DE LA COSTA RECICLEMOS AMOR;2020;1;LA GUAJIRA;RIOHACHA;526744001-ECA CORPRECAM;Entrega a la ECA;Área de prestación del servicio;532444001;LA GUAJIRA;RIOHACHA;288,38;09/03/20
35193;CORPORACION SOCIOAMBIENTAL DE RECICLADORES DE LA COSTA RECICLEMOS AMOR;2020;3;LA GUAJIRA;RIOHACHA;526744001-ECA CORPRECAM;Entrega a la ECA;Área de prestación del servicio;532444001;LA GUAJIRA;RIOHACHA;303,372;05/05/20
35193;CORPORACION SOCIOAMBIENTAL DE RECICLADORES DE LA COSTA RECICLEMOS AMOR;2020;4;LA GUAJIRA;RIOHACHA;526744001-ECA CORPRECAM;Entrega a la ECA;Área de prestación del servicio;532444001;LA GUAJIRA;RIOHACHA;344,34;06/06/20
35193;CORPORACION SOCIOAMBIENTAL DE RECICLADORES DE LA COSTA RECICLEMOS AMOR;2020;2;LA GUAJIRA;RIOHACHA;526744001-ECA CORPRECAM;Entrega a la ECA;Área de prestación del servicio;532444001;LA GUAJIRA;RIOHACHA;389,036;10/03/20
35193;CORPORACION SOCIOAMBIENTAL DE RECICLADORES DE LA COSTA RECICLEMOS AMOR;2020;4;MAGDALENA;FUNDACION;978547288-ECA CORPRECAM FUNDACION;Recoge el rechazo de la ECA;Sitio de disposición final;20747053;MAGDALENA;FUNDACION;0,336;06/06/20
35193;CORPORACION SOCIOAMBIENTAL DE RECICLADORES DE LA COSTA RECICLEMOS AMOR;2020;3;MAGDALENA;FUNDACION;978547288-ECA CORPRECAM FUNDACION;Recoge el rechazo de la ECA;Sitio de disposición final;20747053;MAGDALENA;FUNDACION;0,855;21/05/20
35193;CORPORACION SOCIOAMBIENTAL DE RECICLADORES DE LA COSTA RECICLEMOS AMOR;2020;2;MAGDALENA;FUNDACION;978547288-ECA CORPRECAM FUNDACION;Recoge el rechazo de la ECA;Sitio de disposición final;20747053;MAGDALENA;FUNDACION;1,278;10/03/20
35193;CORPORACION SOCIOAMBIENTAL DE RECICLADORES DE LA COSTA RECICLEMOS AMOR;2020;1;MAGDALENA;FUNDACION;978547288-ECA CORPRECAM FUNDACION;Recoge el rechazo de la ECA;Sitio de disposición final;20747053;MAGDALENA;FUNDACION;1,536;09/03/20
35193;CORPORACION SOCIOAMBIENTAL DE RECICLADORES DE LA COSTA RECICLEMOS AMOR;2020;4;LA GUAJIRA;MAICAO;978444430-MANGA SANCHEZ BELI DEL CARMEN;Recoge el rechazo de la ECA;Sitio de disposición final;22244430;LA GUAJIRA;MAICAO;2,616;06/06/20
35193;CORPORACION SOCIOAMBIENTAL DE RECICLADORES DE LA COSTA RECICLEMOS AMOR;2020;3;LA GUAJIRA;MAICAO;978444430-MANGA SANCHEZ BELI DEL CARMEN;Recoge el rechazo de la ECA;Sitio de disposición final;22244430;LA GUAJIRA;MAICAO;4,104;06/05/20
35193;CORPORACION SOCIOAMBIENTAL DE RECICLADORES DE LA COSTA RECICLEMOS AMOR;2020;2;LA GUAJIRA;MAICAO;978444430-MANGA SANCHEZ BELI DEL CARMEN;Recoge el rechazo de la ECA;Sitio de disposición final;22244430;LA GUAJIRA;MAICAO;4,218;10/03/20
35193;CORPORACION SOCIOAMBIENTAL DE RECICLADORES DE LA COSTA RECICLEMOS AMOR;2020;1;LA GUAJIRA;MAICAO;978444430-MANGA SANCHEZ BELI DEL CARMEN;Recoge el rechazo de la ECA;Sitio de disposición final;22244430;LA GUAJIRA;MAICAO;5,163;09/03/20
35193;CORPORACION SOCIOAMBIENTAL DE RECICLADORES DE LA COSTA RECICLEMOS AMOR;2020;4;LA GUAJIRA;RIOHACHA;526744001-ECA CORPRECAM;Recoge el rechazo de la ECA;Sitio de disposición final;20844001;LA GUAJIRA;RIOHACHA;1,408;06/06/20
35193;CORPORACION SOCIOAMBIENTAL DE RECICLADORES DE LA COSTA RECICLEMOS AMOR;2020;3;LA GUAJIRA;RIOHACHA;526744001-ECA CORPRECAM;Recoge el rechazo de la ECA;Sitio de disposición final;20844001;LA GUAJIRA;RIOHACHA;5,108;05/05/20
35193;CORPORACION SOCIOAMBIENTAL DE RECICLADORES DE LA COSTA RECICLEMOS AMOR;2020;2;LA GUAJIRA;RIOHACHA;526744001-ECA CORPRECAM;Recoge el rechazo de la ECA;Sitio de disposición final;20844001;LA GUAJIRA;RIOHACHA;8,752;10/03/20
35193;CORPORACION SOCIOAMBIENTAL DE RECICLADORES DE LA COSTA RECICLEMOS AMOR;2020;1;LA GUAJIRA;RIOHACHA;526744001-ECA CORPRECAM;Recoge el rechazo de la ECA;Sitio de disposición final;20844001;LA GUAJIRA;RIOHACHA;10,224;09/03/20
35453;COOPERATIVA  DE TRABAJO ASOCIADO SERVIMOS DE ORIENTE;2020;4;ANTIOQUIA;RIONEGRO;572605615-ECA SERVIMOS;Entrega a la ECA;Área de prestación del servicio;572505615;ANTIOQUIA;RIONEGRO;100,95505;20/05/20
35453;COOPERATIVA  DE TRABAJO ASOCIADO SERVIMOS DE ORIENTE;2020;3;ANTIOQUIA;RIONEGRO;572605615-ECA SERVIMOS;Entrega a la ECA;Área de prestación del servicio;572505615;ANTIOQUIA;RIONEGRO;115,67065;20/04/20
35453;COOPERATIVA  DE TRABAJO ASOCIADO SERVIMOS DE ORIENTE;2020;5;ANTIOQUIA;RIONEGRO;572605615-ECA SERVIMOS;Entrega a la ECA;Área de prestación del servicio;572505615;ANTIOQUIA;RIONEGRO;139,8915;19/06/20
35453;COOPERATIVA  DE TRABAJO ASOCIADO SERVIMOS DE ORIENTE;2020;2;ANTIOQUIA;RIONEGRO;572605615-ECA SERVIMOS;Entrega a la ECA;Área de prestación del servicio;572505615;ANTIOQUIA;RIONEGRO;168,09604;18/03/20
35453;COOPERATIVA  DE TRABAJO ASOCIADO SERVIMOS DE ORIENTE;2020;1;ANTIOQUIA;RIONEGRO;572605615-ECA SERVIMOS;Entrega a la ECA;Área de prestación del servicio;572505615;ANTIOQUIA;RIONEGRO;179,9446;19/02/20
35453;COOPERATIVA  DE TRABAJO ASOCIADO SERVIMOS DE ORIENTE;2020;3;ANTIOQUIA;RIONEGRO;572605615-ECA SERVIMOS;Recoge el rechazo de la ECA;Sitio de disposición final;720105237;ANTIOQUIA;RIONEGRO;0,24975;20/04/20
35453;COOPERATIVA  DE TRABAJO ASOCIADO SERVIMOS DE ORIENTE;2020;1;ANTIOQUIA;RIONEGRO;572605615-ECA SERVIMOS;Recoge el rechazo de la ECA;Sitio de disposición final;720105237;ANTIOQUIA;RIONEGRO;0,333;19/02/20
35453;COOPERATIVA  DE TRABAJO ASOCIADO SERVIMOS DE ORIENTE;2020;2;ANTIOQUIA;RIONEGRO;572605615-ECA SERVIMOS;Recoge el rechazo de la ECA;Sitio de disposición final;720105237;ANTIOQUIA;RIONEGRO;0,777;18/03/20
35593;CICLO TOTAL SAS E.S.P;2020;1;ANTIOQUIA;MARINILLA;615005440-CICLO TOTAL ESP;Entrega a la ECA;Área de prestación del servicio;612605440;ANTIOQUIA;MARINILLA;423,848;15/05/20
35593;CICLO TOTAL SAS E.S.P;2020;2;ANTIOQUIA;MARINILLA;615005440-CICLO TOTAL ESP;Entrega a la ECA;Área de prestación del servicio;612605440;ANTIOQUIA;MARINILLA;584,472;15/05/20
35593;CICLO TOTAL SAS E.S.P;2020;1;ANTIOQUIA;MARINILLA;615005440-CICLO TOTAL ESP;Recoge el rechazo de la ECA;Sitio de disposición final;644085440;ANTIOQUIA;MARINILLA;10,058;15/05/20
35593;CICLO TOTAL SAS E.S.P;2020;2;ANTIOQUIA;MARINILLA;615005440-CICLO TOTAL ESP;Recoge el rechazo de la ECA;Sitio de disposición final;644085440;ANTIOQUIA;MARINILLA;11,856;15/05/20
35853;ASOCIACION DE RECICLADORES DE TUNJA ;2020;4;BOYACA;TUNJA;608515001-RECITUNJA;Entrega a la ECA;Área de prestación del servicio;652315001;BOYACA;TUNJA;47,48;05/06/20
35853;ASOCIACION DE RECICLADORES DE TUNJA ;2020;1;BOYACA;TUNJA;608515001-RECITUNJA;Entrega a la ECA;Área de prestación del servicio;652315001;BOYACA;TUNJA;53,274;28/02/20
35853;ASOCIACION DE RECICLADORES DE TUNJA ;2020;3;BOYACA;TUNJA;608515001-RECITUNJA;Entrega a la ECA;Área de prestación del servicio;652315001;BOYACA;TUNJA;53,439;07/05/20
35853;ASOCIACION DE RECICLADORES DE TUNJA ;2020;2;BOYACA;TUNJA;608515001-RECITUNJA;Entrega a la ECA;Área de prestación del servicio;652315001;BOYACA;TUNJA;53,488;03/04/20
35853;ASOCIACION DE RECICLADORES DE TUNJA ;2020;4;BOYACA;TUNJA;608515001-RECITUNJA;Recoge el rechazo de la ECA;Sitio de disposición final;624215001;BOYACA;TUNJA;1,846;05/06/20
35853;ASOCIACION DE RECICLADORES DE TUNJA ;2020;1;BOYACA;TUNJA;608515001-RECITUNJA;Recoge el rechazo de la ECA;Sitio de disposición final;624215001;BOYACA;TUNJA;2,169;28/02/20
35853;ASOCIACION DE RECICLADORES DE TUNJA ;2020;3;BOYACA;TUNJA;608515001-RECITUNJA;Recoge el rechazo de la ECA;Sitio de disposición final;624215001;BOYACA;TUNJA;2,183;07/05/20
35853;ASOCIACION DE RECICLADORES DE TUNJA ;2020;2;BOYACA;TUNJA;608515001-RECITUNJA;Recoge el rechazo de la ECA;Sitio de disposición final;624215001;BOYACA;TUNJA;2,201;03/04/20
36313;COPROFERCOL S.A.S;2020;3;ANTIOQUIA;CALDAS;629605129-COPROFERCOL;Entrega a la ECA;Área de prestación del servicio;711105129;ANTIOQUIA;CALDAS;57,7276;07/04/20
36313;COPROFERCOL S.A.S;2020;4;ANTIOQUIA;CALDAS;629605129-COPROFERCOL;Entrega a la ECA;Área de prestación del servicio;711105129;ANTIOQUIA;CALDAS;64,534;06/05/20
36313;COPROFERCOL S.A.S;2020;2;ANTIOQUIA;CALDAS;629605129-COPROFERCOL;Entrega a la ECA;Área de prestación del servicio;711105129;ANTIOQUIA;CALDAS;76,327;18/03/20
36313;COPROFERCOL S.A.S;2020;1;ANTIOQUIA;CALDAS;629605129-COPROFERCOL;Entrega a la ECA;Área de prestación del servicio;711105129;ANTIOQUIA;CALDAS;87,18;18/02/20
36313;COPROFERCOL S.A.S;2020;5;ANTIOQUIA;CALDAS;629605129-COPROFERCOL;Entrega a la ECA;Área de prestación del servicio;711105129;ANTIOQUIA;CALDAS;88,432;03/06/20
36313;COPROFERCOL S.A.S;2020;3;ANTIOQUIA;CALDAS;629605129-COPROFERCOL;Recoge el rechazo de la ECA;Sitio de disposición final;720105237;ANTIOQUIA;CALDAS;3,615;07/04/20
36313;COPROFERCOL S.A.S;2020;1;ANTIOQUIA;CALDAS;629605129-COPROFERCOL;Recoge el rechazo de la ECA;Sitio de disposición final;720105237;ANTIOQUIA;CALDAS;4,068;18/02/20
36313;COPROFERCOL S.A.S;2020;2;ANTIOQUIA;CALDAS;629605129-COPROFERCOL;Recoge el rechazo de la ECA;Sitio de disposición final;720105237;ANTIOQUIA;CALDAS;4,187;18/03/20
36313;COPROFERCOL S.A.S;2020;4;ANTIOQUIA;CALDAS;629605129-COPROFERCOL;Recoge el rechazo de la ECA;Sitio de disposición final;720105237;ANTIOQUIA;CALDAS;4,32;06/05/20
36313;COPROFERCOL S.A.S;2020;5;ANTIOQUIA;CALDAS;629605129-COPROFERCOL;Recoge el rechazo de la ECA;Sitio de disposición final;720105237;ANTIOQUIA;CALDAS;4,611;03/06/20
36337;ASOCIACIÓN COMUNITARIA DE EMAUS PEREIRA;2020;5;RISARALDA;PEREIRA;663166001-ASOCIACIÓN COMUNITARIA DE EMAUS DE PEREIRA;Entrega a la ECA;Área de prestación del servicio;776566170;RISARALDA;DOSQUEBRADAS;0,91;11/06/20
36613;FUNDACION ALIANZAS AMBIENTALES DEL CARIBE;2020;4;BOLIVAR;CARTAGENA DE INDIAS;1172713001-ACOALIANZASF3;Entrega a la ECA;Área de prestación del servicio;799513001;BOLIVAR;CARTAGENA DE INDIAS;5,634;15/05/20
36613;FUNDACION ALIANZAS AMBIENTALES DEL CARIBE;2020;3;BOLIVAR;CARTAGENA DE INDIAS;1172713001-ACOALIANZASF3;Entrega a la ECA;Área de prestación del servicio;799513001;BOLIVAR;CARTAGENA DE INDIAS;16,455;18/04/20
36613;FUNDACION ALIANZAS AMBIENTALES DEL CARIBE;2020;2;BOLIVAR;CARTAGENA DE INDIAS;1172713001-ACOALIANZASF3;Entrega a la ECA;Área de prestación del servicio;799513001;BOLIVAR;CARTAGENA DE INDIAS;34,418;20/03/20
36613;FUNDACION ALIANZAS AMBIENTALES DEL CARIBE;2020;5;BOLIVAR;CARTAGENA DE INDIAS;1172713001-ACOALIANZASF3;Entrega a la ECA;Área de prestación del servicio;799513001;BOLIVAR;CARTAGENA DE INDIAS;35,848;16/06/20
36613;FUNDACION ALIANZAS AMBIENTALES DEL CARIBE;2020;1;BOLIVAR;CARTAGENA DE INDIAS;1172713001-ACOALIANZASF3;Entrega a la ECA;Área de prestación del servicio;799513001;BOLIVAR;CARTAGENA DE INDIAS;37,355;20/02/20
36613;FUNDACION ALIANZAS AMBIENTALES DEL CARIBE;2020;4;BOLIVAR;CARTAGENA DE INDIAS;1172713001-ACOALIANZASF3;Recoge el rechazo de la ECA;Sitio de disposición final;270713838;BOLIVAR;CARTAGENA DE INDIAS;0,157;15/05/20
36613;FUNDACION ALIANZAS AMBIENTALES DEL CARIBE;2020;2;BOLIVAR;CARTAGENA DE INDIAS;1172713001-ACOALIANZASF3;Recoge el rechazo de la ECA;Sitio de disposición final;270713838;BOLIVAR;CARTAGENA DE INDIAS;0,317;20/03/20
36613;FUNDACION ALIANZAS AMBIENTALES DEL CARIBE;2020;1;BOLIVAR;CARTAGENA DE INDIAS;1172713001-ACOALIANZASF3;Recoge el rechazo de la ECA;Sitio de disposición final;270713838;BOLIVAR;CARTAGENA DE INDIAS;0,424;20/02/20
36613;FUNDACION ALIANZAS AMBIENTALES DEL CARIBE;2020;5;BOLIVAR;CARTAGENA DE INDIAS;1172713001-ACOALIANZASF3;Recoge el rechazo de la ECA;Sitio de disposición final;270713838;BOLIVAR;CARTAGENA DE INDIAS;0,559;16/06/20
