ID;Empresa;Departamento;Municipio;Periodicidad;Año;Cubrimiento;No personas vinculadas a la labor recolección y transporte;Cantidad de residuos producidos (ton/mes);Cantidad de residuos recolectados (ton/mes);Sistema de medición de residuos;Frecuencia  modal recolección residencial (Veces/semana);Frecuencia  modal recolección comercial (Veces/semana);Frecuencia  modal recolección industrial (Veces/semana);Tipo de recolección;Fecha de cargue
1;EMPRESA MUNICIPAL DE SERVICIOS DE ASEO DE RIOSUCIO - CALDAS;CALDAS;RIOSUCIO;Anual;2002;Toda el area urbana;6;237;206;Pesaje;6;6;0;Mezclada;23/09/2005
1;EMPRESA MUNICIPAL DE SERVICIOS DE ASEO DE RIOSUCIO - CALDAS;CALDAS;RIOSUCIO;Anual;2003;Toda el area urbana;6;305;230;Pesaje;6;6;0;Mezclada;13/10/2005
1;EMPRESA MUNICIPAL DE SERVICIOS DE ASEO DE RIOSUCIO - CALDAS;CALDAS;RIOSUCIO;Anual;2004;Toda el area urbana;6;257;253;Pesaje;6;6;0;Mezclada;13/10/2005
1;EMPRESA MUNICIPAL DE SERVICIOS DE ASEO DE RIOSUCIO - CALDAS;CALDAS;RIOSUCIO;Anual;2005;Toda el area urbana;6;290;286;Pesaje;2;2;0;Mezclada;11/04/2006
1;EMPRESA MUNICIPAL DE SERVICIOS DE ASEO DE RIOSUCIO - CALDAS;CALDAS;RIOSUCIO;Anual;2006;Toda el area urbana;6;263;260;Pesaje;2;2;0;Mezclada;30/03/2007
1;EMPRESA MUNICIPAL DE SERVICIOS DE ASEO DE RIOSUCIO - CALDAS;CALDAS;RIOSUCIO;Anual;2007;Toda el area urbana;6;260;254;Pesaje;2;2;0;Mezclada;9/01/2008
1;EMPRESA MUNICIPAL DE SERVICIOS DE ASEO DE RIOSUCIO - CALDAS;CALDAS;RIOSUCIO;Anual;2008;Toda el area urbana;6;260;254;Pesaje;2;2;0;Mezclada;4/06/2009
2;OFICINA DE DESARROLLO ECONOMICO Y SERVICIOS PUBLICOS DEL MUNICIPIO DE RISARALDA ;CALDAS;RISARALDA;Anual;2008;Parte del area urbana;4;59;14;Pesaje;2;2;2;Mezclada;29/07/2012
4;AQUAMANA E.S.P.;CALDAS;VILLAMARIA;Anual;2002;Toda el area urbana;17;340;340;Pesaje;2;2;2;Mezclada;7/09/2004
4;AQUAMANA E.S.P.;CALDAS;VILLAMARIA;Anual;2003;Toda el area urbana;20;325;325;Volumen;2;2;2;Mezclada;1/11/2006
4;AQUAMANA E.S.P.;CALDAS;VILLAMARIA;Anual;2004;Toda el area urbana;10;398;398;Volumen;2;2;2;Mezclada;1/06/2005
4;AQUAMANA E.S.P.;CALDAS;VILLAMARIA;Anual;2005;Toda el area urbana;10;356;356;Pesaje;2;5;2;Mezclada;10/05/2006
4;AQUAMANA E.S.P.;CALDAS;VILLAMARIA;Anual;2006;Toda el area urbana;10;431;431;Pesaje;2;7;0;Mezclada;2/05/2007
4;AQUAMANA E.S.P.;CALDAS;VILLAMARIA;Anual;2007;Toda el area urbana;10;406704;406704;Pesaje;2;2;5;Separada;20/08/2008
4;AQUAMANA E.S.P.;CALDAS;VILLAMARIA;Anual;2008;Toda el area urbana;10;460;460;Pesaje;2;4;2;Mezclada;11/03/2009
5;MUNICIPIO DE CURILLO - CAQUETA;CAQUETA;CURILLO;Anual;2006;Toda el area urbana;9;80;80;Volumen;2;2;0;Mezclada;21/10/2008
6;EMPRESA DE SERVICIOS PÚBLICOS DE SOATA;BOYACA;SOATA;Anual;2006;Toda el area urbana;5;103;10;Volumen;3;3;3;Mezclada;13/07/2009
7;UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DE TASCO;BOYACA;TASCO;Anual;2006;Toda el area urbana;2;15;15;Pesaje;2;2;1;Mezclada;21/01/2014
20;UNIDAD ADMINISTRADORA DE SERVICIOS PUBLICOS DE ACUEDUCTO;BOYACA;OICATA;Anual;2006;Parte del area urbana;3;2;2;Volumen;1;1;0;Mezclada;22/04/2008
20;UNIDAD ADMINISTRADORA DE SERVICIOS PUBLICOS DE ACUEDUCTO;BOYACA;OICATA;Anual;2007;Parte del area urbana;3;2;2;Volumen;1;1;0;Mezclada;24/04/2008
20;UNIDAD ADMINISTRADORA DE SERVICIOS PUBLICOS DE ACUEDUCTO;BOYACA;OICATA;Anual;2008;Toda el area urbana;3;2;2;Volumen;1;0;0;Mezclada;2/08/2010
22;UNIDAD ADMINISTRADORA DE LOS SERVICIOS PUBLICOS DOMICILIARIOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DEL MUNICIPIO DE SANTA ROSA DE VITERBO-BOYACA;BOYACA;SANTA ROSA DE VITERBO;Anual;2006;Parte del area urbana;3;64;60;Pesaje;5;2;0;Mezclada;9/07/2008
22;UNIDAD ADMINISTRADORA DE LOS SERVICIOS PUBLICOS DOMICILIARIOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DEL MUNICIPIO DE SANTA ROSA DE VITERBO-BOYACA;BOYACA;SANTA ROSA DE VITERBO;Anual;2007;Parte del area urbana;3;64;64;Pesaje;1;1;0;Mezclada;7/07/2008
22;UNIDAD ADMINISTRADORA DE LOS SERVICIOS PUBLICOS DOMICILIARIOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DEL MUNICIPIO DE SANTA ROSA DE VITERBO-BOYACA;BOYACA;SANTA ROSA DE VITERBO;Anual;2008;Parte del area urbana;3;60;57;Pesaje;3;0;0;Mezclada;15/07/2010
28;DIRECCIÓN ADMINISTRATIVA DE SERVICIOS PÚBLICOS DE GUATEQUE;BOYACA;GUATEQUE;Anual;2002;Toda el area urbana;4;144;144;Volumen;2;1;0;Mezclada;23/07/2010
28;DIRECCIÓN ADMINISTRATIVA DE SERVICIOS PÚBLICOS DE GUATEQUE;BOYACA;GUATEQUE;Anual;2006;Toda el area urbana;4;144;144;Pesaje;2;2;0;Mezclada;16/10/2009
37;UNIDAD ADMINISTRADORA DE LOS SERVICIOS PUBLICOS DOMICILIARIOS DE ACUEDUCTO;BOYACA;BUENAVISTA;Anual;2006;Parte del area urbana;3;22;18;Volumen;1;1;1;Mezclada;24/04/2008
37;UNIDAD ADMINISTRADORA DE LOS SERVICIOS PUBLICOS DOMICILIARIOS DE ACUEDUCTO;BOYACA;BUENAVISTA;Anual;2007;Toda el area urbana;3;25;20;Volumen;1;1;1;Mezclada;24/04/2008
37;UNIDAD ADMINISTRADORA DE LOS SERVICIOS PUBLICOS DOMICILIARIOS DE ACUEDUCTO;BOYACA;BUENAVISTA;Anual;2008;Toda el area urbana;3;6;5;Volumen;1;1;0;Mezclada;23/04/2009
39;JUNTA DE SERVICIOS PÚBLICOS DEL MUNICIPIO DE CHITA BOYACA;BOYACA;CHITA;Anual;2006;Toda el area urbana;4;19;19;Ambas;2;2;0;Mezclada;2/12/2008
40;EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE DUITAMA S.A. E.S.P.;BOYACA;DUITAMA;Anual;2005;Toda el area urbana;12;1243;1243;Pesaje;3;7;2;Mezclada;26/07/2018
40;EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE DUITAMA S.A. E.S.P.;BOYACA;DUITAMA;Anual;2006;Toda el area urbana;12;1323;1323;Pesaje;3;7;1;Mezclada;26/07/2018
40;EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE DUITAMA S.A. E.S.P.;BOYACA;DUITAMA;Anual;2007;Toda el area urbana;12;1282;1282;Pesaje;3;7;1;Mezclada;26/07/2018
40;EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE DUITAMA S.A. E.S.P.;BOYACA;DUITAMA;Anual;2008;Toda el area urbana;12;1617;1617;Pesaje;3;7;1;Mezclada;26/07/2018
51;UNIDAD DE SERVICIOS PÚBLICOS DOMICILIARIOS DE ACUEDUCTO;BOYACA;AQUITANIA;Anual;2006;Toda el area urbana;4;83;83;Pesaje;2;2;0;Separada;19/02/2007
51;UNIDAD DE SERVICIOS PÚBLICOS DOMICILIARIOS DE ACUEDUCTO;BOYACA;AQUITANIA;Anual;2007;Toda el area urbana;5;85;85;Pesaje;3;3;3;Separada;9/07/2008
51;UNIDAD DE SERVICIOS PÚBLICOS DOMICILIARIOS DE ACUEDUCTO;BOYACA;AQUITANIA;Anual;2008;Toda el area urbana;5;85;85;Pesaje;3;3;3;Separada;22/04/2009
66;ASEO TOTAL E.S.P;VALLE DEL CAUCA;CALI;Anual;2002;Parte del area urbana;9;10;10;Pesaje;ND;ND;6;Mezclada;14/12/2005
66;ASEO TOTAL E.S.P;VALLE DEL CAUCA;CALI;Anual;2003;Parte del area urbana;9;50;50;Pesaje;ND;ND;6;Mezclada;14/12/2005
66;ASEO TOTAL E.S.P;VALLE DEL CAUCA;CALI;Anual;2004;Parte del area urbana;12;400;400;Pesaje;ND;ND;6;Mezclada;14/12/2005
66;ASEO TOTAL E.S.P;VALLE DEL CAUCA;YUMBO;Anual;2002;Parte del area urbana;9;40;40;Pesaje;ND;ND;6;Mezclada;14/12/2005
66;ASEO TOTAL E.S.P;VALLE DEL CAUCA;YUMBO;Anual;2003;Parte del area urbana;9;50;50;Pesaje;ND;ND;6;Mezclada;14/12/2005
68;CONSORCIO ASEO CAPITAL S.A.  EMPRESA DE SERVICIOS PUBLICOS DE CARACTER PRIVADO;BOGOTA;BOGOTA;Anual;2002;Toda el area urbana;501;37655;37655;Pesaje;3;6;3;Mezclada;26/10/2006
68;CONSORCIO ASEO CAPITAL S.A.  EMPRESA DE SERVICIOS PUBLICOS DE CARACTER PRIVADO;BOGOTA;BOGOTA;Anual;2003;Toda el area urbana;515;51297;51297;Pesaje;3;6;3;Mezclada;26/10/2006
68;CONSORCIO ASEO CAPITAL S.A.  EMPRESA DE SERVICIOS PUBLICOS DE CARACTER PRIVADO;BOGOTA;BOGOTA;Anual;2004;Toda el area urbana;650;51297;51297;Pesaje;3;6;3;Mezclada;26/10/2006
68;CONSORCIO ASEO CAPITAL S.A.  EMPRESA DE SERVICIOS PUBLICOS DE CARACTER PRIVADO;BOGOTA;BOGOTA;Anual;2004;Toda el area urbana;650;51297;51297;Pesaje;3;6;3;Mezclada;26/10/2006
68;CONSORCIO ASEO CAPITAL S.A.  EMPRESA DE SERVICIOS PUBLICOS DE CARACTER PRIVADO;BOGOTA;BOGOTA;Anual;2005;Parte del area urbana;648;51331;51331;Pesaje;3;6;3;Mezclada;26/10/2006
68;CONSORCIO ASEO CAPITAL S.A.  EMPRESA DE SERVICIOS PUBLICOS DE CARACTER PRIVADO;BOGOTA;BOGOTA;Anual;2006;Parte del area urbana;631;52016;52016;Pesaje;3;6;3;Mezclada;22/02/2007
68;CONSORCIO ASEO CAPITAL S.A.  EMPRESA DE SERVICIOS PUBLICOS DE CARACTER PRIVADO;BOGOTA;BOGOTA;Anual;2007;Toda el area urbana;630;56161;56161;Pesaje;3;6;3;Mezclada;28/05/2008
68;CONSORCIO ASEO CAPITAL S.A.  EMPRESA DE SERVICIOS PUBLICOS DE CARACTER PRIVADO;BOGOTA;BOGOTA;Anual;2008;Toda el area urbana;618;56747;56747;Pesaje;3;6;3;Mezclada;15/03/2009
75;EMPRESA DE ACUEDUCTO ALCANTARILLADO Y ASEO DE REPELON;ATLANTICO;REPELON;Anual;2006;Toda el area urbana;3;196;156;Volumen;11;0;0;Mezclada;30/09/2008
76;OFICINA DE SERVICIOS PÚBLICOS DE  MONTEBELLO;ANTIOQUIA;MONTEBELLO;Anual;2006;Toda el area urbana;10;40;31;Volumen;2;2;0;Separada;9/07/2008
76;OFICINA DE SERVICIOS PÚBLICOS DE  MONTEBELLO;ANTIOQUIA;MONTEBELLO;Anual;2007;Toda el area urbana;10;45;3;Volumen;2;2;0;Separada;14/07/2008
76;OFICINA DE SERVICIOS PÚBLICOS DE  MONTEBELLO;ANTIOQUIA;MONTEBELLO;Anual;2008;Toda el area urbana;8;29;23;Volumen;2;2;0;Separada;16/05/2009
77;EMPRESAS PUBLICAS MUNICIPALES DE PUERTO NARE E.S.P.;ANTIOQUIA;PUERTO NARE;Anual;2002;Toda el area urbana;3;168;168;Volumen;2;2;2;Mezclada;16/11/2006
78;EMPRESA DE ASEO RETIRAR S.A. E.S.P.;ANTIOQUIA;RETIRO;Anual;2004;Toda el area urbana;6;206;206;Pesaje;2;2;2;Mezclada;17/10/2013
78;EMPRESA DE ASEO RETIRAR S.A. E.S.P.;ANTIOQUIA;RETIRO;Anual;2005;Toda el area urbana;6;219;219;Pesaje;2;2;2;Mezclada;17/10/2013
78;EMPRESA DE ASEO RETIRAR S.A. E.S.P.;ANTIOQUIA;RETIRO;Anual;2006;Toda el area urbana;6;233;233;Pesaje;2;2;2;Mezclada;17/10/2013
78;EMPRESA DE ASEO RETIRAR S.A. E.S.P.;ANTIOQUIA;RETIRO;Anual;2007;Toda el area urbana;6;248;248;Pesaje;2;2;2;Mezclada;6/09/2011
78;EMPRESA DE ASEO RETIRAR S.A. E.S.P.;ANTIOQUIA;RETIRO;Anual;2008;Toda el area urbana;6;248;248;Pesaje;2;2;2;Mezclada;6/09/2011
82;SOCIEDAD DE ACUEDUCTO;ATLANTICO;BARRANQUILLA;Anual;2002;Toda el area urbana;183;42189;42189;Pesaje;3;6;6;Mezclada;12/05/2004
82;SOCIEDAD DE ACUEDUCTO;ATLANTICO;BARRANQUILLA;Anual;2003;Toda el area urbana;227;494397;494397;Pesaje;3;6;6;Mezclada;3/06/2004
82;SOCIEDAD DE ACUEDUCTO;ATLANTICO;BARRANQUILLA;Anual;2004;Toda el area urbana;227;39533;39533;Pesaje;3;6;6;Mezclada;3/06/2005
82;SOCIEDAD DE ACUEDUCTO;ATLANTICO;BARRANQUILLA;Anual;2005;Toda el area urbana;336;28961;28961;Ambas;3;9;6;Separada;7/03/2006
82;SOCIEDAD DE ACUEDUCTO;ATLANTICO;BARRANQUILLA;Anual;2006;Toda el area urbana;325;23789;23789;Ambas;3;9;6;Separada;14/03/2007
82;SOCIEDAD DE ACUEDUCTO;ATLANTICO;BARRANQUILLA;Anual;2007;Toda el area urbana;182;38785;38785;Ambas;9;3;6;Separada;9/05/2008
82;SOCIEDAD DE ACUEDUCTO;ATLANTICO;BARRANQUILLA;Anual;2008;Toda el area urbana;190;37928;37928;Ambas;3;9;6;Separada;13/03/2009
82;SOCIEDAD DE ACUEDUCTO;ATLANTICO;GALAPA;Anual;2005;Toda el area urbana;8;550;550;Volumen;3;3;0;Separada;7/03/2006
82;SOCIEDAD DE ACUEDUCTO;ATLANTICO;GALAPA;Anual;2006;Toda el area urbana;8;523;523;Volumen;3;3;0;Mezclada;14/03/2007
82;SOCIEDAD DE ACUEDUCTO;ATLANTICO;GALAPA;Anual;2007;Toda el area urbana;6;475;475;Volumen;3;3;0;Mezclada;9/05/2008
82;SOCIEDAD DE ACUEDUCTO;ATLANTICO;GALAPA;Anual;2008;Toda el area urbana;6;479;479;Pesaje;3;3;0;Mezclada;13/03/2009
82;SOCIEDAD DE ACUEDUCTO;ATLANTICO;PUERTO COLOMBIA;Anual;2002;Toda el area urbana;8;748;748;Pesaje;3;3;3;Mezclada;12/05/2004
82;SOCIEDAD DE ACUEDUCTO;ATLANTICO;PUERTO COLOMBIA;Anual;2003;Toda el area urbana;8;796;796;Pesaje;3;3;3;Mezclada;3/06/2004
82;SOCIEDAD DE ACUEDUCTO;ATLANTICO;PUERTO COLOMBIA;Anual;2004;Toda el area urbana;8;761;761;Pesaje;3;3;6;Mezclada;3/06/2005
82;SOCIEDAD DE ACUEDUCTO;ATLANTICO;PUERTO COLOMBIA;Anual;2005;Toda el area urbana;12;700;700;Volumen;3;3;0;Separada;7/03/2006
82;SOCIEDAD DE ACUEDUCTO;ATLANTICO;PUERTO COLOMBIA;Anual;2006;Toda el area urbana;12;744;744;Volumen;3;3;0;Mezclada;14/03/2007
82;SOCIEDAD DE ACUEDUCTO;ATLANTICO;PUERTO COLOMBIA;Anual;2007;Toda el area urbana;8;800;800;Volumen;3;3;0;Mezclada;9/05/2008
82;SOCIEDAD DE ACUEDUCTO;ATLANTICO;PUERTO COLOMBIA;Anual;2008;Toda el area urbana;8;821;821;Pesaje;3;3;0;Mezclada;13/03/2009
86;DIRECCION DE SERVICIOS PUBLICOS DOMICILIARIOS DE JERICO-ANTIOQUIA;ANTIOQUIA;JERICO;Anual;2006;Toda el area urbana;4;120;120;Volumen;4;4;4;Separada;30/05/2008
86;DIRECCION DE SERVICIOS PUBLICOS DOMICILIARIOS DE JERICO-ANTIOQUIA;ANTIOQUIA;JERICO;Anual;2007;Toda el area urbana;4;120;120;Volumen;4;4;4;Separada;30/05/2008
86;DIRECCION DE SERVICIOS PUBLICOS DOMICILIARIOS DE JERICO-ANTIOQUIA;ANTIOQUIA;JERICO;Anual;2008;Toda el area urbana;4;90;70;Volumen;3;3;0;Separada;27/04/2009
91;EMPRESA DE SERVICIOS PUBLICOS LA UNION S.A E.S.P.;ANTIOQUIA;LA UNION;Anual;2002;Toda el area urbana;5;287;287;Volumen;ND;ND;ND;Mezclada;30/11/2006
91;EMPRESA DE SERVICIOS PUBLICOS LA UNION S.A E.S.P.;ANTIOQUIA;LA UNION;Anual;2004;Toda el area urbana;5;134;134;Pesaje;2;2;1;Mezclada;28/01/2012
91;EMPRESA DE SERVICIOS PUBLICOS LA UNION S.A E.S.P.;ANTIOQUIA;LA UNION;Anual;2005;Toda el area urbana;5;134;134;Pesaje;2;2;1;Mezclada;30/01/2012
91;EMPRESA DE SERVICIOS PUBLICOS LA UNION S.A E.S.P.;ANTIOQUIA;LA UNION;Anual;2006;Toda el area urbana;5;134;134;Pesaje;23;2;1;Mezclada;30/01/2012
91;EMPRESA DE SERVICIOS PUBLICOS LA UNION S.A E.S.P.;ANTIOQUIA;LA UNION;Anual;2007;Toda el area urbana;5;134;134;Pesaje;2;2;1;Mezclada;30/01/2012
91;EMPRESA DE SERVICIOS PUBLICOS LA UNION S.A E.S.P.;ANTIOQUIA;LA UNION;Anual;2008;Zonas perifericas;6;2107;2047;Pesaje;6;6;1;Separada;29/09/2011
95;UNIDAD DE SERVICIOS PÚBLICOS DOMICILIARIOS DE ACUEDUCTO;ANTIOQUIA;CANASGORDAS;Anual;2006;Toda el area urbana;5;47;46;Pesaje;2;2;0;Mezclada;26/04/2008
95;UNIDAD DE SERVICIOS PÚBLICOS DOMICILIARIOS DE ACUEDUCTO;ANTIOQUIA;CANASGORDAS;Anual;2007;Toda el area urbana;4;51;48;Volumen;2;1;0;Mezclada;26/04/2008
95;UNIDAD DE SERVICIOS PÚBLICOS DOMICILIARIOS DE ACUEDUCTO;ANTIOQUIA;CANASGORDAS;Anual;2008;Toda el area urbana;4;14;14;Volumen;2;1;0;Mezclada;17/03/2009
96;EMPRESA DE SERVICIOS PÚBLICOS DE EL CARMEN DE VIBORAL E.S.P.;ANTIOQUIA;EL CARMEN DE VIBORAL;Anual;2002;Toda el area urbana;3;490;266;Ambas;2;5;0;Separada;30/08/2004
96;EMPRESA DE SERVICIOS PÚBLICOS DE EL CARMEN DE VIBORAL E.S.P.;ANTIOQUIA;EL CARMEN DE VIBORAL;Anual;2003;Toda el area urbana;3;501;270;Volumen;2;5;0;Separada;30/08/2004
96;EMPRESA DE SERVICIOS PÚBLICOS DE EL CARMEN DE VIBORAL E.S.P.;ANTIOQUIA;EL CARMEN DE VIBORAL;Anual;2004;Toda el area urbana;3;253;215;Volumen;2;5;0;Separada;18/04/2005
96;EMPRESA DE SERVICIOS PÚBLICOS DE EL CARMEN DE VIBORAL E.S.P.;ANTIOQUIA;EL CARMEN DE VIBORAL;Anual;2005;Toda el area urbana;4;291;256;Volumen;2;2;0;Separada;28/02/2006
96;EMPRESA DE SERVICIOS PÚBLICOS DE EL CARMEN DE VIBORAL E.S.P.;ANTIOQUIA;EL CARMEN DE VIBORAL;Anual;2006;Toda el area urbana;4;325;290;Ambas;2;6;0;Separada;16/03/2007
96;EMPRESA DE SERVICIOS PÚBLICOS DE EL CARMEN DE VIBORAL E.S.P.;ANTIOQUIA;EL CARMEN DE VIBORAL;Anual;2007;Toda el area urbana;4;325;290;Ambas;6;2;0;Separada;20/05/2008
96;EMPRESA DE SERVICIOS PÚBLICOS DE EL CARMEN DE VIBORAL E.S.P.;ANTIOQUIA;EL CARMEN DE VIBORAL;Anual;2008;Toda el area urbana;4;325;290;Ambas;2;6;0;Separada;15/07/2009
99;EMPRESAS PUBLICAS DE EL BAGRE E.S.P.;ANTIOQUIA;EL BAGRE;Anual;2002;Parte del area urbana;5;350;280;Volumen;1;2;0;Mezclada;5/05/2011
99;EMPRESAS PUBLICAS DE EL BAGRE E.S.P.;ANTIOQUIA;EL BAGRE;Anual;2003;Parte del area urbana;5;350;280;Volumen;1;2;0;Mezclada;5/05/2011
99;EMPRESAS PUBLICAS DE EL BAGRE E.S.P.;ANTIOQUIA;EL BAGRE;Anual;2004;Toda el area urbana;4;350;290;Volumen;1;2;0;Mezclada;5/05/2011
99;EMPRESAS PUBLICAS DE EL BAGRE E.S.P.;ANTIOQUIA;EL BAGRE;Anual;2005;Toda el area urbana;4;400;320;Volumen;1;2;0;Mezclada;5/05/2011
99;EMPRESAS PUBLICAS DE EL BAGRE E.S.P.;ANTIOQUIA;EL BAGRE;Anual;2006;Toda el area urbana;4;400;320;Volumen;1;2;0;Mezclada;5/05/2011
99;EMPRESAS PUBLICAS DE EL BAGRE E.S.P.;ANTIOQUIA;EL BAGRE;Anual;2007;Toda el area urbana;4;400;320;Volumen;1;2;0;Mezclada;5/05/2011
99;EMPRESAS PUBLICAS DE EL BAGRE E.S.P.;ANTIOQUIA;EL BAGRE;Anual;2008;Toda el area urbana;4;400;320;Volumen;1;2;0;Mezclada;5/05/2011
111;EMPRESAS VARIAS DE MEDELLIN  S.A. E.S. P.;ANTIOQUIA;MEDELLIN;Anual;2002;Toda el area urbana;418;37799;36832;Pesaje;2;7;3;Mezclada;16/02/2004
111;EMPRESAS VARIAS DE MEDELLIN  S.A. E.S. P.;ANTIOQUIA;MEDELLIN;Anual;2003;Toda el area urbana;418;35972;35880;Pesaje;2;7;3;Mezclada;19/03/2004
111;EMPRESAS VARIAS DE MEDELLIN  S.A. E.S. P.;ANTIOQUIA;MEDELLIN;Anual;2004;Toda el area urbana;412;1200;1200;Pesaje;2;7;3;Mezclada;7/03/2005
111;EMPRESAS VARIAS DE MEDELLIN  S.A. E.S. P.;ANTIOQUIA;MEDELLIN;Anual;2005;Toda el area urbana;449;39420;38295;Pesaje;2;3;3;Mezclada;13/03/2006
111;EMPRESAS VARIAS DE MEDELLIN  S.A. E.S. P.;ANTIOQUIA;MEDELLIN;Anual;2006;Toda el area urbana;412;40444;39616;Pesaje;2;6;3;Mezclada;8/03/2007
111;EMPRESAS VARIAS DE MEDELLIN  S.A. E.S. P.;ANTIOQUIA;MEDELLIN;Anual;2007;Toda el area urbana;541;43035;42191;Pesaje;2;3;3;Mezclada;22/01/2008
111;EMPRESAS VARIAS DE MEDELLIN  S.A. E.S. P.;ANTIOQUIA;MEDELLIN;Anual;2008;Toda el area urbana;567;43036;42193;Pesaje;2;3;3;Mezclada;5/03/2009
122;MUNICIPIO DE ALMAGUER;CAUCA;ALMAGUER;Anual;2006;Toda el area urbana;2;25;20;Volumen;2;0;0;Mezclada;21/05/2008
122;MUNICIPIO DE ALMAGUER;CAUCA;ALMAGUER;Anual;2007;Toda el area urbana;2;40;28;Ambas;2;2;2;Mezclada;21/08/2009
122;MUNICIPIO DE ALMAGUER;CAUCA;ALMAGUER;Anual;2008;Parte del area urbana;2;40;28;Ambas;2;1;1;Mezclada;21/08/2009
126;MUNICIPIO DE PURACE - COCONUCO CAUCA;CAUCA;PURACE;Anual;2006;Toda el area urbana;7;500;480;Pesaje;1;1;1;Separada;21/05/2008
126;MUNICIPIO DE PURACE - COCONUCO CAUCA;CAUCA;PURACE;Anual;2007;Parte del area urbana;3;490;480;Volumen;1;1;1;Separada;27/05/2008
126;MUNICIPIO DE PURACE - COCONUCO CAUCA;CAUCA;PURACE;Anual;2008;Parte del area urbana;3;490;480;Pesaje;2;1;0;Mezclada;8/08/2013
128;EMPRESAS MUNICIPALES DE SANTANDER DE QUILICHAO E.S.P.;CAUCA;SANTANDER DE QUILICHAO;Anual;2002;Toda el area urbana;8;150;150;Pesaje;2;2;2;Mezclada;24/03/2004
128;EMPRESAS MUNICIPALES DE SANTANDER DE QUILICHAO E.S.P.;CAUCA;SANTANDER DE QUILICHAO;Anual;2003;Toda el area urbana;8;160;160;Pesaje;2;2;2;Mezclada;26/03/2004
128;EMPRESAS MUNICIPALES DE SANTANDER DE QUILICHAO E.S.P.;CAUCA;SANTANDER DE QUILICHAO;Anual;2004;Toda el area urbana;8;645;645;Pesaje;2;2;2;Mezclada;28/10/2005
128;EMPRESAS MUNICIPALES DE SANTANDER DE QUILICHAO E.S.P.;CAUCA;SANTANDER DE QUILICHAO;Anual;2005;Toda el area urbana;8;677;677;Pesaje;2;2;2;Mezclada;28/02/2006
128;EMPRESAS MUNICIPALES DE SANTANDER DE QUILICHAO E.S.P.;CAUCA;SANTANDER DE QUILICHAO;Anual;2006;Toda el area urbana;8;720;720;Pesaje;2;2;2;Mezclada;13/04/2007
128;EMPRESAS MUNICIPALES DE SANTANDER DE QUILICHAO E.S.P.;CAUCA;SANTANDER DE QUILICHAO;Anual;2007;Toda el area urbana;8;665;665;Pesaje;2;2;2;Mezclada;9/04/2008
128;EMPRESAS MUNICIPALES DE SANTANDER DE QUILICHAO E.S.P.;CAUCA;SANTANDER DE QUILICHAO;Anual;2008;Toda el area urbana;9;1030;1030;Pesaje;2;2;1;Mezclada;14/04/2009
130;EMPRESA DE SERVICIOS PUBLICOS DE AGUSTIN CODAZZI  E.S.P.;CESAR;AGUSTIN CODAZZI;Anual;2002;Toda el area urbana;10;60;60;Pesaje;2;6;0;Mezclada;19/11/2008
130;EMPRESA DE SERVICIOS PUBLICOS DE AGUSTIN CODAZZI  E.S.P.;CESAR;AGUSTIN CODAZZI;Anual;2003;Toda el area urbana;7;36;30;Volumen;2;2;2;Mezclada;7/05/2008
130;EMPRESA DE SERVICIOS PUBLICOS DE AGUSTIN CODAZZI  E.S.P.;CESAR;AGUSTIN CODAZZI;Anual;2004;Toda el area urbana;7;32;30;Volumen;2;2;2;Mezclada;7/05/2008
130;EMPRESA DE SERVICIOS PUBLICOS DE AGUSTIN CODAZZI  E.S.P.;CESAR;AGUSTIN CODAZZI;Anual;2005;Toda el area urbana;7;36;30;Volumen;2;2;2;Mezclada;7/05/2008
130;EMPRESA DE SERVICIOS PUBLICOS DE AGUSTIN CODAZZI  E.S.P.;CESAR;AGUSTIN CODAZZI;Anual;2006;Toda el area urbana;7;36;30;Volumen;2;2;2;Mezclada;7/05/2008
130;EMPRESA DE SERVICIOS PUBLICOS DE AGUSTIN CODAZZI  E.S.P.;CESAR;AGUSTIN CODAZZI;Anual;2007;Toda el area urbana;5;36;30;Volumen;2;2;2;Mezclada;6/06/2008
130;EMPRESA DE SERVICIOS PUBLICOS DE AGUSTIN CODAZZI  E.S.P.;CESAR;AGUSTIN CODAZZI;Anual;2008;Toda el area urbana;5;36;36;Volumen;2;2;2;Mezclada;28/04/2009
131;EMPRESA DE SERVICIOS PUBLICOS DE BOSCONIA E.S.P.;CESAR;BOSCONIA;Anual;2002;Parte del area urbana;4;590;412;Volumen;5;5;5;Mezclada;25/04/2009
131;EMPRESA DE SERVICIOS PUBLICOS DE BOSCONIA E.S.P.;CESAR;BOSCONIA;Anual;2003;Toda el area urbana;4;497;436;Volumen;5;5;5;Mezclada;25/04/2009
131;EMPRESA DE SERVICIOS PUBLICOS DE BOSCONIA E.S.P.;CESAR;BOSCONIA;Anual;2004;Toda el area urbana;4;567;412;Volumen;5;5;5;Mezclada;25/04/2009
