ID;Empresa;Departamento;Municipio;Periodicidad;Año;Cubrimiento;No personas vinculadas a la labor recolección y transporte;Cantidad de residuos producidos (ton/mes);Cantidad de residuos recolectados (ton/mes);Sistema de medición de residuos;Frecuencia  modal recolección residencial (Veces/semana);Frecuencia  modal recolección comercial (Veces/semana);Frecuencia  modal recolección industrial (Veces/semana);Tipo de recolección;Fecha de cargue
880;UNIDAD ADMINISTRADORA DE SERVICIOS PUBLICOS DE ACUEDUCTO;SANTANDER;PARAMO;Anual;2008;Toda el area urbana;4;26;26;Pesaje;3;3;3;Mezclada;25/06/2009
891;OFICINA DE SERVICIOS PUBLICOS DE ACUEDUCTO;HUILA;OPORAPA;Anual;2006;Toda el area urbana;2;25;20;Pesaje;1;1;1;Mezclada;14/06/2010
897;OFICINA DE SERVICIOS PUBLICOS DOMICILIARIOS  DE ACUEDUCTO;CUNDINAMARCA;CACHIPAY;Anual;2006;Toda el area urbana;4;60;60;Pesaje;2;2;1;Mezclada;21/04/2008
897;OFICINA DE SERVICIOS PUBLICOS DOMICILIARIOS  DE ACUEDUCTO;CUNDINAMARCA;CACHIPAY;Anual;2007;Toda el area urbana;4;64;64;Pesaje;2;2;1;Mezclada;23/06/2008
897;OFICINA DE SERVICIOS PUBLICOS DOMICILIARIOS  DE ACUEDUCTO;CUNDINAMARCA;CACHIPAY;Anual;2008;Toda el area urbana;4;77;77;Pesaje;2;2;2;Mezclada;20/10/2009
898;EMPRESAS PÚBLICAS DE BELMIRA  SA ESP;ANTIOQUIA;BELMIRA;Anual;2006;Toda el area urbana;4;20;18;Volumen;2;2;0;Mezclada;27/10/2007
898;EMPRESAS PÚBLICAS DE BELMIRA  SA ESP;ANTIOQUIA;BELMIRA;Anual;2007;Toda el area urbana;2;26;26;Volumen;2;2;0;Mezclada;28/06/2008
898;EMPRESAS PÚBLICAS DE BELMIRA  SA ESP;ANTIOQUIA;BELMIRA;Anual;2008;Toda el area urbana;2;26;26;Volumen;2;2;0;Mezclada;31/07/2016
905;EMPRESA OFICIAL DE ACUEDUCTO;SUCRE;SAMPUES;Anual;2002;Toda el area urbana;3;7483;4481;Volumen;2;2;2;Mezclada;26/06/2006
905;EMPRESA OFICIAL DE ACUEDUCTO;SUCRE;SAMPUES;Anual;2003;Toda el area urbana;3;7483;4529;Volumen;2;2;2;Mezclada;26/06/2006
905;EMPRESA OFICIAL DE ACUEDUCTO;SUCRE;SAMPUES;Anual;2004;Toda el area urbana;3;7495;6886;Volumen;2;2;2;Mezclada;9/09/2006
905;EMPRESA OFICIAL DE ACUEDUCTO;SUCRE;SAMPUES;Anual;2005;Toda el area urbana;4;8875;3696;Pesaje;1;1;1;Mezclada;23/01/2008
905;EMPRESA OFICIAL DE ACUEDUCTO;SUCRE;SAMPUES;Anual;2006;Toda el area urbana;4;8875;1643;Pesaje;1;1;1;Mezclada;16/09/2008
905;EMPRESA OFICIAL DE ACUEDUCTO;SUCRE;SAMPUES;Anual;2007;Toda el area urbana;4;4900;1600;Pesaje;1;1;1;Mezclada;28/06/2009
905;EMPRESA OFICIAL DE ACUEDUCTO;SUCRE;SAMPUES;Anual;2008;Toda el area urbana;4;5090;1650;Pesaje;1;1;1;Mezclada;28/06/2009
925;UNIDAD DE SERVICIOS PÚBLICOS DEL MUNICIPIO ARGELIA;ANTIOQUIA;ARGELIA;Anual;2006;Toda el area urbana;5;24;22;Volumen;2;2;2;Mezclada;16/05/2008
925;UNIDAD DE SERVICIOS PÚBLICOS DEL MUNICIPIO ARGELIA;ANTIOQUIA;ARGELIA;Anual;2007;Toda el area urbana;5;25;23;Volumen;2;2;0;Mezclada;20/05/2008
928;DIRECCIÓN DE SERVICIOS PÚBLICOS DOMICILIARIOS DEL MUNICIPIO DE SAN RAFAEL ANTIOQUIA;ANTIOQUIA;SAN RAFAEL;Anual;2006;Toda el area urbana;7;72;60;Volumen;2;2;0;Separada;31/07/2008
979;MUNICIPIO DE MANI;CASANARE;MANI;Anual;2006;Toda el area urbana;3;140;140;Volumen;2;2;0;Mezclada;18/06/2008
979;MUNICIPIO DE MANI;CASANARE;MANI;Anual;2007;Toda el area urbana;3;142;142;Pesaje;2;2;0;Mezclada;26/06/2008
980;MUNICIPIO DE PUERTO NARIÑO;AMAZONAS;PUERTO NARINO;Anual;2006;Parte del area urbana;5;24;0;Volumen;2;7;0;Separada;18/07/2007
980;MUNICIPIO DE PUERTO NARIÑO;AMAZONAS;PUERTO NARINO;Anual;2007;Parte del area urbana;4;18;18;Volumen;2;2;0;Mezclada;11/03/2009
980;MUNICIPIO DE PUERTO NARIÑO;AMAZONAS;PUERTO NARINO;Anual;2008;Toda el area urbana;7;19;19;Volumen;3;3;3;Mezclada;9/12/2009
982;UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE SANTA MARIA BOYACA;BOYACA;SANTA MARIA;Anual;2006;Toda el area urbana;3;60;60;Pesaje;3;3;3;Separada;6/05/2008
982;UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE SANTA MARIA BOYACA;BOYACA;SANTA MARIA;Anual;2007;Toda el area urbana;3;60;60;Pesaje;3;3;3;Separada;7/05/2008
982;UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE SANTA MARIA BOYACA;BOYACA;SANTA MARIA;Anual;2008;Toda el area urbana;3;42;42;Pesaje;2;2;2;Separada;12/07/2009
983;UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE SANTA SOFIA-BOYACA;BOYACA;SANTA SOFIA;Anual;2006;Toda el area urbana;3;12;12;Pesaje;2;2;0;Mezclada;7/10/2011
984;EMPRESA DE SERVICIOS PUBLICOS DE ACUEDUCTO;CESAR;CURUMANI;Anual;2002;Toda el area urbana;5;95;82;Volumen;2;2;0;Mezclada;18/08/2009
984;EMPRESA DE SERVICIOS PUBLICOS DE ACUEDUCTO;CESAR;CURUMANI;Anual;2003;Toda el area urbana;5;100;80;Volumen;2;2;1;Mezclada;12/09/2008
984;EMPRESA DE SERVICIOS PUBLICOS DE ACUEDUCTO;CESAR;CURUMANI;Anual;2004;Toda el area urbana;5;100;80;Volumen;2;2;1;Mezclada;13/07/2009
984;EMPRESA DE SERVICIOS PUBLICOS DE ACUEDUCTO;CESAR;CURUMANI;Anual;2005;Toda el area urbana;6;100;80;Volumen;2;2;1;Mezclada;13/07/2009
984;EMPRESA DE SERVICIOS PUBLICOS DE ACUEDUCTO;CESAR;CURUMANI;Anual;2006;Toda el area urbana;6;100;80;Volumen;2;2;1;Mezclada;13/07/2009
984;EMPRESA DE SERVICIOS PUBLICOS DE ACUEDUCTO;CESAR;CURUMANI;Anual;2007;Toda el area urbana;6;100;80;Volumen;2;2;2;Mezclada;13/07/2009
984;EMPRESA DE SERVICIOS PUBLICOS DE ACUEDUCTO;CESAR;CURUMANI;Anual;2008;Toda el area urbana;6;100;80;Volumen;2;2;1;Mezclada;13/07/2009
986;EMPRESA DE ACUEDUCTO ALCANTARILLADO Y ASEO DE SAN ALBERTO EMPOSANAL S.A.  E.S.P.;CESAR;SAN ALBERTO;Anual;2002;Toda el area urbana;4;270;270;Volumen;2;2;2;Mezclada;6/03/2008
987;CAJA ESPECIAL DE SERVICIOS PÚBLICOS DEL MUNICIPIO DE ANAPOIMA;CUNDINAMARCA;ANAPOIMA;Anual;2006;Toda el area urbana;11;168;168;Pesaje;2;6;2;Mezclada;23/09/2008
988;SECRETARIA DE SERVICIOS PUBLICOS DOMICILIARIOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DEL MUNICIPIO DE BOJACA;CUNDINAMARCA;BOJACA;Anual;2006;Toda el area urbana;5;90;90;Pesaje;2;1;0;Mezclada;2/08/2007
988;SECRETARIA DE SERVICIOS PUBLICOS DOMICILIARIOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DEL MUNICIPIO DE BOJACA;CUNDINAMARCA;BOJACA;Anual;2007;Toda el area urbana;6;69;69;Pesaje;2;1;0;Mezclada;21/04/2008
988;SECRETARIA DE SERVICIOS PUBLICOS DOMICILIARIOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DEL MUNICIPIO DE BOJACA;CUNDINAMARCA;BOJACA;Anual;2008;Toda el area urbana;4;80;80;Pesaje;2;1;0;Separada;14/10/2009
990;OFICINA DE SERVICIOS PUBLICOS DEL MUNICIPIO DE TOCANCIPA;CUNDINAMARCA;TOCANCIPA;Anual;2002;Toda el area urbana;4;280;280;Pesaje;2;2;1;Mezclada;1/05/2006
990;OFICINA DE SERVICIOS PUBLICOS DEL MUNICIPIO DE TOCANCIPA;CUNDINAMARCA;TOCANCIPA;Anual;2003;Toda el area urbana;4;280;280;Pesaje;2;2;1;Mezclada;1/05/2006
990;OFICINA DE SERVICIOS PUBLICOS DEL MUNICIPIO DE TOCANCIPA;CUNDINAMARCA;TOCANCIPA;Anual;2003;Toda el area urbana;4;280;280;Pesaje;2;2;1;Mezclada;1/05/2006
990;OFICINA DE SERVICIOS PUBLICOS DEL MUNICIPIO DE TOCANCIPA;CUNDINAMARCA;TOCANCIPA;Anual;2004;Toda el area urbana;5;290;290;Pesaje;2;2;1;Mezclada;1/05/2006
990;OFICINA DE SERVICIOS PUBLICOS DEL MUNICIPIO DE TOCANCIPA;CUNDINAMARCA;TOCANCIPA;Anual;2005;Toda el area urbana;6;325;325;Pesaje;3;3;2;Mezclada;1/05/2006
990;OFICINA DE SERVICIOS PUBLICOS DEL MUNICIPIO DE TOCANCIPA;CUNDINAMARCA;TOCANCIPA;Anual;2006;Toda el area urbana;7;302;302;Pesaje;3;3;2;Mezclada;22/04/2008
990;OFICINA DE SERVICIOS PUBLICOS DEL MUNICIPIO DE TOCANCIPA;CUNDINAMARCA;TOCANCIPA;Anual;2007;Toda el area urbana;7;329;329;Pesaje;3;3;2;Mezclada;23/04/2008
990;OFICINA DE SERVICIOS PUBLICOS DEL MUNICIPIO DE TOCANCIPA;CUNDINAMARCA;TOCANCIPA;Anual;2008;Toda el area urbana;7;332;332;Pesaje;2;2;2;Mezclada;19/02/2010
992;EMPRESA MUNICIPAL DE SERVICIOS PÚBLICOS DE VILLAVIEJA HUILA * AGUAS DEL DESIERTO* E.S.P. EN LIQUIDACION;HUILA;VILLAVIEJA;Anual;2006;Toda el area urbana;3;42;42;Volumen;1;1;1;Mezclada;22/12/2008
995;EMPRESA DE SERVICIOS PUBLICOS DE RESTREPO AGUA VIVA S.A.  E.S.P.;META;RESTREPO;Anual;2006;Toda el area urbana;3;123200;123200;Pesaje;3;3;3;Mezclada;25/09/2008
995;EMPRESA DE SERVICIOS PUBLICOS DE RESTREPO AGUA VIVA S.A.  E.S.P.;META;RESTREPO;Anual;2007;Toda el area urbana;3;128708;128708;Pesaje;3;3;3;Mezclada;25/09/2008
995;EMPRESA DE SERVICIOS PUBLICOS DE RESTREPO AGUA VIVA S.A.  E.S.P.;META;RESTREPO;Anual;2008;Toda el area urbana;3;131;130;Pesaje;3;3;3;Mezclada;22/07/2009
996;UNIDAD DE SERVICIOS PUBLICOS DE AGUA POTABLE;NORTE DE SANTANDER;SAN CALIXTO;Anual;2006;Parte del area urbana;4;15;14;Volumen;2;ND;ND;Mezclada;10/08/2008
998;MUNICIPIO DE PIJAO;QUINDIO;PIJAO;Anual;2006;Toda el area urbana;5;60;60;Volumen;2;2;0;Mezclada;28/06/2008
998;MUNICIPIO DE PIJAO;QUINDIO;PIJAO;Anual;2007;Toda el area urbana;6;60;60;Volumen;2;2;0;Mezclada;28/06/2008
998;MUNICIPIO DE PIJAO;QUINDIO;PIJAO;Anual;2008;Toda el area urbana;6;60;60;Volumen;2;2;0;Mezclada;30/04/2009
1000;UNIDAD MUNICIPAL DE SERVICIOS PUBLICOS DOMICILIARIOS DE ACUEDUCTO;SANTANDER;CONCEPCION;Anual;2006;Toda el area urbana;5;65;65;Volumen;2;2;0;Separada;30/05/2008
1000;UNIDAD MUNICIPAL DE SERVICIOS PUBLICOS DOMICILIARIOS DE ACUEDUCTO;SANTANDER;CONCEPCION;Anual;2007;Toda el area urbana;5;65;65;Volumen;2;2;0;Separada;25/06/2008
1000;UNIDAD MUNICIPAL DE SERVICIOS PUBLICOS DOMICILIARIOS DE ACUEDUCTO;SANTANDER;CONCEPCION;Anual;2008;Toda el area urbana;6;35;7;Volumen;2;2;0;Mezclada;24/05/2016
1001;EMPRESAS PUBLICAS MUNICIPALES DE MALAGA  E.S.P.;SANTANDER;MALAGA;Anual;2002;Toda el area urbana;5;400;400;Volumen;2;2;2;Mezclada;30/11/2006
1001;EMPRESAS PUBLICAS MUNICIPALES DE MALAGA  E.S.P.;SANTANDER;MALAGA;Anual;2003;Toda el area urbana;5;4800;4800;Volumen;2;2;1;Mezclada;26/06/2008
1001;EMPRESAS PUBLICAS MUNICIPALES DE MALAGA  E.S.P.;SANTANDER;MALAGA;Anual;2004;Toda el area urbana;5;4800;4800;Volumen;2;2;1;Mezclada;27/06/2008
1001;EMPRESAS PUBLICAS MUNICIPALES DE MALAGA  E.S.P.;SANTANDER;MALAGA;Anual;2005;Toda el area urbana;5;4800;4800;Volumen;2;2;1;Mezclada;27/06/2008
1001;EMPRESAS PUBLICAS MUNICIPALES DE MALAGA  E.S.P.;SANTANDER;MALAGA;Anual;2006;Toda el area urbana;5;4800;4800;Volumen;2;2;1;Mezclada;27/06/2008
1001;EMPRESAS PUBLICAS MUNICIPALES DE MALAGA  E.S.P.;SANTANDER;MALAGA;Anual;2007;Toda el area urbana;5;4800;4800;Volumen;2;2;1;Mezclada;2/07/2008
1001;EMPRESAS PUBLICAS MUNICIPALES DE MALAGA  E.S.P.;SANTANDER;MALAGA;Anual;2008;Parte del area urbana;5;400;400;Volumen;2;2;1;Mezclada;31/03/2009
1003;UNIDAD ADMINISTRADORA DE LOS SERVICIOS PUBLICOS DE ACUEDUCTO ALCANTARILLADO Y ASEO ;SANTANDER;SIMACOTA;Anual;2006;Toda el area urbana;3;20;20;Pesaje;1;0;0;Mezclada;15/05/2008
1003;UNIDAD ADMINISTRADORA DE LOS SERVICIOS PUBLICOS DE ACUEDUCTO ALCANTARILLADO Y ASEO ;SANTANDER;SIMACOTA;Anual;2007;Parte del area urbana;2;21;21;Pesaje;1;1;0;Mezclada;1/07/2008
1003;UNIDAD ADMINISTRADORA DE LOS SERVICIOS PUBLICOS DE ACUEDUCTO ALCANTARILLADO Y ASEO ;SANTANDER;SIMACOTA;Anual;2008;Toda el area urbana;3;300;300;Pesaje;2;2;2;Mezclada;21/04/2009
1004;MUNICIPIO DE ANOLAIMA;CUNDINAMARCA;ANOLAIMA;Anual;2006;Toda el area urbana;4;23;23;Pesaje;3;3;0;Separada;30/06/2008
1004;MUNICIPIO DE ANOLAIMA;CUNDINAMARCA;ANOLAIMA;Anual;2007;Toda el area urbana;5;99;99;Pesaje;3;3;0;Mezclada;30/12/2008
1004;MUNICIPIO DE ANOLAIMA;CUNDINAMARCA;ANOLAIMA;Anual;2008;Toda el area urbana;5;100;100;Pesaje;3;3;0;Mezclada;26/08/2009
1007;EMPRESA DE ACUEDUCTO;CORDOBA;LORICA;Anual;2002;Parte del area urbana;7;660;629;Volumen;2;2;2;Mezclada;17/01/2006
1007;EMPRESA DE ACUEDUCTO;CORDOBA;LORICA;Anual;2004;Parte del area urbana;8;822;631;Volumen;2;6;2;Mezclada;27/10/2006
1007;EMPRESA DE ACUEDUCTO;CORDOBA;LORICA;Anual;2005;Parte del area urbana;8;823;617;Volumen;2;2;3;Mezclada;27/10/2006
1007;EMPRESA DE ACUEDUCTO;CORDOBA;LORICA;Anual;2006;Parte del area urbana;20;900;600;Volumen;2;6;6;Mezclada;10/04/2007
1007;EMPRESA DE ACUEDUCTO;CORDOBA;LORICA;Anual;2007;Toda el area urbana;16;620;620;Volumen;2;6;6;Mezclada;8/02/2008
1007;EMPRESA DE ACUEDUCTO;CORDOBA;LORICA;Anual;2008;Parte del area urbana;6;480;480;Volumen;2;6;2;Mezclada;18/04/2009
1007;EMPRESA DE ACUEDUCTO;CORDOBA;MONITOS;Anual;2003;Toda el area urbana;20;600;600;Volumen;6;7;7;Mezclada;27/10/2006
1009;DIRECCIÓN DE SERVICIOS PÚBLICOS MUNICIPIO DE GUAYABETAL CUNDINAMARCA;CUNDINAMARCA;GUAYABETAL;Anual;2006;Toda el area urbana;5;21;21;Pesaje;2;2;0;Separada;24/04/2008
1009;DIRECCIÓN DE SERVICIOS PÚBLICOS MUNICIPIO DE GUAYABETAL CUNDINAMARCA;CUNDINAMARCA;GUAYABETAL;Anual;2007;Toda el area urbana;5;21;21;Pesaje;2;2;0;Separada;24/04/2008
1009;DIRECCIÓN DE SERVICIOS PÚBLICOS MUNICIPIO DE GUAYABETAL CUNDINAMARCA;CUNDINAMARCA;GUAYABETAL;Anual;2008;Toda el area urbana;2;22;22;Ambas;2;2;0;Separada;12/04/2009
1012;UNIDAD DE SERVICIOS PUBLICOS MUNICIPIO EL CARMEN ;SANTANDER;EL CARMEN DE CHUCURI;Anual;2006;Toda el area urbana;3;22;22;Pesaje;2;2;2;Separada;22/05/2008
1012;UNIDAD DE SERVICIOS PUBLICOS MUNICIPIO EL CARMEN ;SANTANDER;EL CARMEN DE CHUCURI;Anual;2007;Toda el area urbana;3;22;22;Pesaje;3;3;0;Separada;29/05/2008
1017;UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PUBLICOS DOMICILIARIOS DE VILLANUEVA CASANARE;CASANARE;VILLANUEVA;Anual;2002;Toda el area urbana;3;180;180;Volumen;2;3;0;Mezclada;5/11/2005
1017;UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PUBLICOS DOMICILIARIOS DE VILLANUEVA CASANARE;CASANARE;VILLANUEVA;Anual;2002;Toda el area urbana;3;150;150;Ambas;2;3;0;Mezclada;31/07/2005
1017;UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PUBLICOS DOMICILIARIOS DE VILLANUEVA CASANARE;CASANARE;VILLANUEVA;Anual;2003;Toda el area urbana;3;255;255;Pesaje;2;3;0;Mezclada;31/07/2005
1017;UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PUBLICOS DOMICILIARIOS DE VILLANUEVA CASANARE;CASANARE;VILLANUEVA;Anual;2004;Toda el area urbana;3;255;255;Ambas;2;3;ND;Separada;5/11/2005
1017;UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PUBLICOS DOMICILIARIOS DE VILLANUEVA CASANARE;CASANARE;VILLANUEVA;Anual;2005;Toda el area urbana;7;312;312;Ambas;2;3;0;Separada;15/03/2006
1017;UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PUBLICOS DOMICILIARIOS DE VILLANUEVA CASANARE;CASANARE;VILLANUEVA;Anual;2006;Toda el area urbana;7;315;315;Ambas;2;3;0;Separada;19/02/2007
1017;UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PUBLICOS DOMICILIARIOS DE VILLANUEVA CASANARE;CASANARE;VILLANUEVA;Anual;2007;Toda el area urbana;6;353;353;Pesaje;3;3;0;Separada;24/01/2008
1017;UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PUBLICOS DOMICILIARIOS DE VILLANUEVA CASANARE;CASANARE;VILLANUEVA;Anual;2008;Toda el area urbana;6;304;304;Pesaje;3;3;0;Separada;19/03/2009
1028;EMPRESA DE SERVICIOS PUBLICOS DE EBEJICO E.S.P.E.;ANTIOQUIA;EBEJICO;Anual;2006;Toda el area urbana;3;18;18;Volumen;3;3;3;Separada;25/06/2008
1029;MUNICIPIO DE GAMA;CUNDINAMARCA;GAMA;Anual;2006;Toda el area urbana;3;5;5;Volumen;1;0;0;Mezclada;21/04/2008
1029;MUNICIPIO DE GAMA;CUNDINAMARCA;GAMA;Anual;2007;Toda el area urbana;3;5;5;Volumen;1;0;0;Mezclada;18/07/2008
1029;MUNICIPIO DE GAMA;CUNDINAMARCA;GAMA;Anual;2008;Toda el area urbana;3;5;5;Volumen;1;0;0;Mezclada;28/10/2009
1030;MUNICIPIO DE SAN JUAN DE RIOSECO - CUNDINAMARCA ;CUNDINAMARCA;SAN JUAN DE RIOSECO;Anual;2002;Toda el area urbana;4;24;24;Volumen;3;3;3;Mezclada;18/09/2009
1034;JUNTA MUNICIPAL DE SERVICIOS PUBLICOS DEL MUNICIPIO DE PAUNA;BOYACA;PAUNA;Anual;2006;Toda el area urbana;2;43;43;Pesaje;2;2;2;Separada;28/04/2008
1034;JUNTA MUNICIPAL DE SERVICIOS PUBLICOS DEL MUNICIPIO DE PAUNA;BOYACA;PAUNA;Anual;2007;Toda el area urbana;3;43;43;Pesaje;2;2;2;Separada;8/07/2008
1034;JUNTA MUNICIPAL DE SERVICIOS PUBLICOS DEL MUNICIPIO DE PAUNA;BOYACA;PAUNA;Anual;2008;Toda el area urbana;4;43;43;Pesaje;2;2;0;Separada;12/05/2009
1055;AGUAS MANANTIALES DE PACORA  S.A.  E.S.P.;CALDAS;PACORA;Anual;2006;Parte del area urbana;5;102;102;Volumen;2;2;0;Mezclada;1/11/2008
1055;AGUAS MANANTIALES DE PACORA  S.A.  E.S.P.;CALDAS;PACORA;Anual;2007;Parte del area urbana;5;102;102;Volumen;2;2;0;Mezclada;1/11/2008
1056;EMPRESA MUNICIPAL DE ASEO;SANTANDER;FLORIDABLANCA;Anual;2004;Toda el area urbana;32;23000;23000;Pesaje;3;3;3;Mezclada;24/11/2014
1056;EMPRESA MUNICIPAL DE ASEO;SANTANDER;FLORIDABLANCA;Anual;2005;Toda el area urbana;32;23200;23200;Pesaje;3;3;3;Mezclada;24/11/2014
1056;EMPRESA MUNICIPAL DE ASEO;SANTANDER;FLORIDABLANCA;Anual;2006;Toda el area urbana;32;23400;23400;Pesaje;3;3;3;Mezclada;24/11/2014
1056;EMPRESA MUNICIPAL DE ASEO;SANTANDER;FLORIDABLANCA;Anual;2007;Toda el area urbana;32;22400;22400;Pesaje;3;3;3;Mezclada;24/11/2014
1056;EMPRESA MUNICIPAL DE ASEO;SANTANDER;FLORIDABLANCA;Anual;2008;Toda el area urbana;32;23100;23100;Pesaje;3;3;3;Mezclada;24/11/2014
1060;UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DE SAN ANDRES DE CUERQUIA;ANTIOQUIA;SAN ANDRES DE CUERQUIA;Anual;2006;Parte del area urbana;2;25;25;Volumen;2;2;0;Separada;7/02/2007
1060;UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DE SAN ANDRES DE CUERQUIA;ANTIOQUIA;SAN ANDRES DE CUERQUIA;Anual;2007;Parte del area urbana;2;25;25;Pesaje;2;2;0;Mezclada;28/05/2008
1060;UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DE SAN ANDRES DE CUERQUIA;ANTIOQUIA;SAN ANDRES DE CUERQUIA;Anual;2008;Toda el area urbana;2;29;29;Ambas;2;2;0;Mezclada;18/09/2009
1061;EMPRESA MUNICIPAL DE SERVICIO PUBLICO DE ASEO DOMICILIARIO ASEO JAMUNDI E.S.P.;VALLE DEL CAUCA;JAMUNDI;Anual;2002;Toda el area urbana;14;900;900;Pesaje;2;2;2;Mezclada;8/11/2006
1061;EMPRESA MUNICIPAL DE SERVICIO PUBLICO DE ASEO DOMICILIARIO ASEO JAMUNDI E.S.P.;VALLE DEL CAUCA;JAMUNDI;Anual;2003;Toda el area urbana;14;900;900;Pesaje;2;2;2;Mezclada;31/05/2008
1061;EMPRESA MUNICIPAL DE SERVICIO PUBLICO DE ASEO DOMICILIARIO ASEO JAMUNDI E.S.P.;VALLE DEL CAUCA;JAMUNDI;Anual;2004;Toda el area urbana;14;900;900;Pesaje;2;2;2;Mezclada;31/05/2008
1061;EMPRESA MUNICIPAL DE SERVICIO PUBLICO DE ASEO DOMICILIARIO ASEO JAMUNDI E.S.P.;VALLE DEL CAUCA;JAMUNDI;Anual;2005;Toda el area urbana;14;900;900;Pesaje;2;2;2;Mezclada;31/05/2008
1061;EMPRESA MUNICIPAL DE SERVICIO PUBLICO DE ASEO DOMICILIARIO ASEO JAMUNDI E.S.P.;VALLE DEL CAUCA;JAMUNDI;Anual;2006;Toda el area urbana;17;1200;1200;Pesaje;2;2;2;Mezclada;31/05/2008
1061;EMPRESA MUNICIPAL DE SERVICIO PUBLICO DE ASEO DOMICILIARIO ASEO JAMUNDI E.S.P.;VALLE DEL CAUCA;JAMUNDI;Anual;2007;Toda el area urbana;17;1320;1320;Pesaje;2;6;2;Mezclada;31/05/2008
1062;OFICINA DE SERVICIOS PUBLICOS DOMICILIARIOS DE AGUA POTABLE - ALCANTARILLADO Y ASEO DEL VALLE DE SAN JUAN;TOLIMA;VALLE DE SAN JUAN;Anual;2006;Toda el area urbana;3;30;25;Pesaje;3;2;0;Mezclada;11/06/2008
1075;OFICINA TECNICA DE SERVICIOS PUBLICOS;CUNDINAMARCA;ZIPACON;Anual;2007;Toda el area urbana;3;25;25;Pesaje;1;1;0;Mezclada;18/06/2008
1075;OFICINA TECNICA DE SERVICIOS PUBLICOS;CUNDINAMARCA;ZIPACON;Anual;2008;Toda el area urbana;3;30;15;Pesaje;1;1;0;Separada;19/10/2009
1082;UNIDAD DE SERVICIOS PUBLICOS  DOMICILIARIOS DE PEQUE;ANTIOQUIA;PEQUE;Anual;2007;Parte del area urbana;3;13;11;Pesaje;2;2;0;Mezclada;29/04/2008
1082;UNIDAD DE SERVICIOS PUBLICOS  DOMICILIARIOS DE PEQUE;ANTIOQUIA;PEQUE;Anual;2008;Toda el area urbana;4;34;27;Volumen;2;2;0;Mezclada;17/03/2009
1089;MUNICIPIO DE ITUANGO-ANTIOQUIA;ANTIOQUIA;ITUANGO;Anual;2006;Toda el area urbana;3;74;74;Ambas;2;2;2;Mezclada;22/04/2008
1089;MUNICIPIO DE ITUANGO-ANTIOQUIA;ANTIOQUIA;ITUANGO;Anual;2007;Toda el area urbana;3;72;72;Ambas;2;2;2;Mezclada;11/10/2008
1089;MUNICIPIO DE ITUANGO-ANTIOQUIA;ANTIOQUIA;ITUANGO;Anual;2008;Toda el area urbana;3;72;72;Ambas;2;2;2;Mezclada;16/12/2009
1090;EMPRESA DE SERVICIOS PUBLICOS DE AGUA POTABLE;HUILA;HOBO;Anual;2006;Toda el area urbana;3;91;91;Ambas;2;7;0;Mezclada;10/10/2007
1095;MUNICIPIO DE TOTORO;CAUCA;TOTORO;Anual;2006;Toda el area urbana;5;9;8;Pesaje;1;1;1;Mezclada;21/05/2008
1095;MUNICIPIO DE TOTORO;CAUCA;TOTORO;Anual;2007;Toda el area urbana;5;10;9;Volumen;1;1;0;Mezclada;23/05/2008
1095;MUNICIPIO DE TOTORO;CAUCA;TOTORO;Anual;2008;Toda el area urbana;5;10;9;Volumen;ND;ND;ND;Mezclada;8/10/2009
1101;SECRETARIA DE SERVICIOS PUBLICOS DOMICILIARIOS DE SESQUILÉ;CUNDINAMARCA;SESQUILE;Anual;2006;Toda el area urbana;3;80;50;Ambas;1;1;1;Mezclada;24/06/2008
1101;SECRETARIA DE SERVICIOS PUBLICOS DOMICILIARIOS DE SESQUILÉ;CUNDINAMARCA;SESQUILE;Anual;2006;Zonas perifericas;3;80;50;Ambas;1;1;1;Mezclada;24/06/2008
1101;SECRETARIA DE SERVICIOS PUBLICOS DOMICILIARIOS DE SESQUILÉ;CUNDINAMARCA;SESQUILE;Anual;2007;Toda el area urbana;3;80;50;Ambas;1;1;1;Mezclada;24/06/2008
1101;SECRETARIA DE SERVICIOS PUBLICOS DOMICILIARIOS DE SESQUILÉ;CUNDINAMARCA;SESQUILE;Anual;2007;Zonas perifericas;3;80;50;Ambas;1;1;1;Mezclada;24/06/2008
