ID Empresa;Empresa;Año;Periodo;Fecha certificación del cargue;NUAP;Departamento;Municipio;Tipo de sitio de destino;N del sitio de destino;Toneladas de limpieza urbana;Toneladas barrido y limpieza;Toneladas residuos No Aprov.;Toneladas Rechazo Aprov.;Toneladas de residuos aprov.;Valor de peajes ($);Fecha de actualización
81;ASEO TECNICO S.A.S. E.S.P.;2017;5;18/03/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;22244430;0;309,82;3110,17;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2017;6;18/03/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;22244430;0;294,44;2651,86;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2017;7;18/03/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;22244430;0;407,98;2324,36;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2017;8;18/03/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;22244430;0;510,1;2508,9;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2017;9;18/03/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;22244430;9,83;330,52;2750,96;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2017;10;18/03/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;22244430;15,6;198,57;3046,24;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2017;11;18/03/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;22244430;20,02;180,48;3121,56;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2017;12;18/03/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;22244430;1,2;192,92;3546,18;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2018;1;18/03/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;22244430;2,7;192,93;2974,08;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2018;2;18/03/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;22244430;2,42;174,64;3034,08;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2018;3;18/03/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;22244430;0;204,05;2768,61;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2018;4;18/03/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;22244430;0;135,23;2942,52;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2018;5;18/03/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;22244430;0;177,26;3163,5;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2018;6;18/03/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;22244430;0;156,68;2958,3;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2018;7;18/03/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;22244430;0;235,46;3168,59;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2018;8;18/03/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;22244430;0;153;3172,8;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2018;9;18/03/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;22244430;0;169,16;2821,6;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2018;10;18/03/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;22244430;0;183,06;3002,83;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2018;11;18/03/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;22244430;4,84;129,9;3186,45;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2018;12;18/03/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;22244430;3,2;181,29;3071,61;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2019;1;06/05/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;22244430;5,04;137,2;2876,75;0;0;0;24/06/20
